"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","EH_ID","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","primary_infection","challenge_infection","mouse_strain","infection_history","Locality","Genome","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","InfectionStrain","contamination","InfectionHistoryTotal","total_oocysts","OPG"
"940","E11bGJM",0,0,0,0,1,"LM0420","E11",18.98,19,99.8947368421053,0.78,2,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"941","E11bDLV",0,0,0,0,1,"LM0420","E11",19,19,100,0.7,1,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"942","E11bACT",0,0,0,0,1,"LM0412","E11",28.05,28.05,100,0.75,1,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"943","E11bHKS",0,0,0,0,1,"LM0411","E11",16.5,16.5,100,0.74,1,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"944","E11bEJV",0,0,0,0,1,"LM0422","E11",14.8,14.8,100,0.98,1,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"945","E11bNTX",0,0,0,0,1,"LM0406","E11",18.7,18.7,100,1.68,1,"challenge","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"946","E11bDGZ",0,0,0,0,1,"LM0417","E11",24.85,24.85,100,0.85,1,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"947","E11bIKX",0,0,0,0,1,"LM0431","E11",19.3,19.3,100,1.78,1,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"948","E11bISU",0,0,0,0,1,"LM0407","E11",25.05,25.05,100,2.24,1,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"949","E11bAIY",0,0,0,0,1,"LM0415","E11",23.12,23.12,100,1.46,1,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"950","E11bEFN",0,0,0,0,1,"LM0408","E11",16.4,16.4,100,0.59,1,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"951","E11bBHQ",0,0,0,0,1,"LM0402","E11",20.56,20.23,101.631240731587,1.34,2,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"952","E11bCKM",0,0,0,0,1,"LM0400","E11",17.5,18.05,96.9529085872576,2.33,3,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"953","E11bKMS",0,0,0,0,1,"LM0408","E11",15.74,16.4,95.9756097560976,0.83,2,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"954","E11bADM",0,0,0,0,1,"LM0404","E11",17.06,18.15,93.9944903581267,1.1,3,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"955","E11bBOZ",0,0,0,0,1,"LM0410","E11",17.27,17.01,101.528512639624,1.84,3,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"956","E11bANX",0,0,0,0,1,"LM0429","E11",14.42,17.41,82.8259620907524,0.22,5,"challenge","E88","E64","PWD_PWD","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"957","E11bDHK",0,0,0,0,1,"LM0426","E11",24.61,24.05,102.328482328482,1.39,5,"challenge","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"958","E11bELX",13,9,8,9,1,"LM0408","E11",15.48,16.4,94.390243902439,1.01,5,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195000,193069.306930693
"959","E11bFHY",8,5,12,15,1,"LM0422","E11",14.21,14.8,96.0135135135135,0.95,5,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,210526.315789474
"960","E11bHNQ",0,0,0,0,1,"LM0413","E11",20.62,20.37,101.227295041728,1.49,5,"challenge","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"961","E11bNWX",0,0,0,0,1,"LM0424","E11",16.15,17.09,94.4997074312463,1.02,5,"challenge","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"962","E11bCMQ",0,0,0,0,1,"LM0431","E11",17.06,19.3,88.3937823834197,1.18,5,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"963","E11bADE",0,0,0,0,1,"LM0420","E11",17.81,19,93.7368421052632,1.26,5,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"964","E11bCQW",2,3,2,0,1,"LM0411","E11",15.82,16.5,95.8787878787879,1.19,5,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,29411.7647058824
"965","E11bNPV",3,5,8,18,1,"LM0417","E11",22.57,24.85,90.8249496981891,1.04,5,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170000,163461.538461538
"966","E11bGIY",4,7,2,4,1,"LM0428","E11",18.21,19.87,91.6456970306995,1.39,5,"challenge","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,61151.0791366906
"967","E11bNQR",7,6,6,7,1,"LM0415","E11",19.16,23.12,82.8719723183391,1.31,5,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,99236.641221374
"968","E11bJKO",1,1,1,1,1,"LM0407","E11",23.59,25.05,94.1716566866267,2.36,5,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,8474.57627118644
"969","E11bHIL",0,0,0,0,1,"LM0425","E11",17.59,17.72,99.2663656884876,1.42,5,"challenge","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"970","E11bLTV",0,0,0,0,1,"LM0401","E11",18.43,18.68,98.661670235546,1.19,5,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"971","E11bGQU",0,0,1,0,1,"LM0402","E11",17.34,20.23,85.7142857142857,0.73,5,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,6849.31506849315
"972","E11bBEZ",0,0,0,0,1,"LM0431","E11",17.78,19.3,92.1243523316062,1.23,4,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"973","E11bJNW",0,0,0,0,1,"LM0408","E11",15.3,16.4,93.2926829268293,0.81,4,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"974","E11bDGN",0,0,0,0,1,"LM0411","E11",15.93,16.5,96.5454545454545,1.09,4,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"975","E11bEKN",0,0,0,0,1,"LM0420","E11",18.31,19,96.3684210526316,1.13,4,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"976","E11bJOW",0,0,0,0,1,"LM0428","E11",18.05,19.87,90.8404630095622,1.15,4,"challenge","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"977","E11bBUY",0,0,0,0,1,"LM0415","E11",21.11,23.12,91.3062283737024,2.35,4,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"978","E11bBJO",0,0,0,0,1,"LM0401","E11",19.3,18.68,103.319057815846,1.11,4,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"979","E11bMPQ",0,0,0,0,1,"LM0402","E11",18.44,20.23,91.1517548195749,1.17,4,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"980","E11bEFK",0,0,0,0,1,"LM0412","E11",26.71,28.05,95.222816399287,1.05,4,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"981","E11bAOP",0,0,0,0,1,"LM0421","E11",17.31,18.75,92.32,1.4,4,"challenge","UNI","E64","PWD_PWD","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"982","E11bGOQ",0,0,0,0,1,"LM0406","E11",18.49,18.7,98.8770053475936,1.63,4,"challenge","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"983","E11bDNW",0,0,0,0,1,"LM0425","E11",17.74,17.72,100.112866817156,1.03,4,"challenge","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"984","E11bADY",0,0,0,0,1,"LM0430","E11",22.76,24.07,94.557540506855,1.68,4,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"985","E11bNOS",0,0,0,0,1,"LM0400","E11",17.56,18.05,97.2853185595568,1.29,5,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"986","E11bLQT",17,12,15,18,1,"LM0404","E11",16.02,18.15,88.2644628099174,1.51,5,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310000,205298.013245033
"987","E11bJMZ",0,1,4,2,1,"LM0410","E11",15.14,17.01,89.0064667842445,0.62,5,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,56451.6129032258
"988","E11bDTY",0,0,1,3,1,"LM0420","E11",18,19,94.7368421052632,1.06,6,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,18867.9245283019
"989","E11bHOW",0,0,0,1,1,"LM0428","E11",17.36,19.87,87.3678912934071,1.62,6,"challenge","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,3086.41975308642
"990","E11bIMW",0,0,0,0,1,"LM0426","E11",24.52,24.05,101.954261954262,1.39,6,"challenge","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"991","E11bBER",19,8,11,11,1,"LM0406","E11",17.99,18.7,96.2032085561497,1.08,6,"challenge","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245000,226851.851851852
"992","E11bBDE",11,5,9,8,1,"LM0407","E11",23.05,25.05,92.0159680638723,1.63,6,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165000,101226.993865031
"993","E11bBGK",9,8,3,7,1,"LM0415","E11",20.19,23.12,87.3269896193772,1.04,6,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,129807.692307692
"994","E11bAPZ",0,0,0,0,1,"LM0401","E11",18.63,18.68,99.7323340471092,1.49,6,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"995","E11bADP",0,0,0,0,1,"LM0425","E11",17.85,17.72,100.733634311512,1.39,6,"challenge","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"996","E11bBMT",0,0,0,0,1,"LM0430","E11",23.68,24.07,98.3797257997507,1.74,6,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"997","E11bIUY",0,0,0,0,1,"LM0400","E11",18.8,18.05,104.15512465374,1.63,7,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"998","E11bEOY",19,6,13,23,1,"LM0422","E11",12.54,14.8,84.7297297297297,0.52,7,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305000,586538.461538462
"999","E11bNOW",6,3,4,2,1,"LM0417","E11",20.51,24.85,82.5352112676056,0.61,7,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,122950.819672131
"1000","E11bGWX",2,0,1,3,1,"LM0410","E11",16.63,17.01,97.7660199882422,1.62,7,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,18518.5185185185
"1001","E11bEJY",0,0,0,0,1,"LM0431","E11",18.05,19.3,93.5233160621762,1.69,7,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1002","E11bBIV",2,2,4,2,1,"LM0408","E11",14.27,16.4,87.0121951219512,0.7,7,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,71428.5714285714
"1003","E11bFHU",2,3,0,0,1,"LM0411","E11",16.41,16.5,99.4545454545455,0.96,7,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,26041.6666666667
"1004","E11bFMW",0,0,0,0,1,"LM0412","E11",25.83,28.05,92.0855614973262,1.22,5,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1005","E11bKMX",0,0,0,0,1,"LM0421","E11",16.23,18.75,86.56,0.6,5,"challenge","UNI","E64","PWD_PWD","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1006","E11bIXY",0,0,0,0,1,"LM0406","E11",18.31,18.7,97.9144385026738,1.35,5,"challenge","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1007","E11bHKZ",0,0,0,0,1,"LM0400","E11",18.86,18.05,104.487534626039,2.26,6,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1008","E11bHTY",0,0,0,0,1,"LM0430","E11",22.77,24.07,94.5990859991691,1.63,5,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1009","E11bAQT",36,19,19,15,1,"LM0404","E11",16.43,18.15,90.5234159779614,1.61,6,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445000,276397.51552795
"1010","E11bCKL",2,1,1,0,1,"LM0410","E11",15.77,17.01,92.7101704879483,1.46,6,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,13698.6301369863
"1011","E11bPTW",15,11,11,16,1,"LM0417","E11",21.21,24.85,85.3521126760563,0.77,6,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265000,344155.844155844
"1012","E11bCJO",1,1,2,3,1,"LM0411","E11",15.91,16.5,96.4242424242424,0.81,6,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,43209.8765432099
"1013","E11bGJS",144,167,166,102,1,"LM0408","E11",15.07,16.4,91.890243902439,0.71,6,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2895000,4077464.78873239
"1014","E11bCPW",0,4,1,1,1,"LM0431","E11",17.85,19.3,92.4870466321244,1.39,6,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,21582.7338129496
