"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"1951","E57aCDH",61,50,54,56,1
"1952","E57aCGM",23,29,33,33,1
"1953","E57aAJP",10,9,10,10,2
"1954","E57aXYZ",32,28,38,15,1
"1955","E57aEFP",18,27,26,21,1
"1956","E57aLWY",2,6,5,9,1
"1957","E57aOQZ",25,21,34,23,1
"1958","E57aCGI",30,44,58,48,1
"1959","E57aLPT",22,20,25,19,1
"1960","E57aACW",7,12,20,12,1
"1961","E57aDIY",28,24,30,32,1
"1962","E57aLSU",43,33,43,42,1
"1963","E57aDMV",54,56,73,57,1
"1964","E57aJPY",6,13,10,14,1
"1965","E57aAPW",NA,NA,NA,NA,1
"1966","E57aDET",41,49,73,57,1
"1967","E57aAOY",1,4,1,1,1
"1968","E57aAIZ",15,25,45,29,1
"1969","E57aHOP",57,73,60,62,1
"1970","E57aQSY",35,39,62,43,1
"1971","E57aHNZ",NA,NA,NA,NA,1
"1972","E57aDEY",18,20,13,19,1
"1973","E57aDPW",22,21,30,41,1
"1974","E57aDLZ",172,168,191,193,1
"1975","E57aJKZ",69,48,67,61,1
"1976","E57aAJQ",38,30,27,30,1
"1977","E57aFKS",174,113,104,95,1
"1978","E57aIKW",110,102,81,104,2
"1979","E57aDPR",98,106,111,100,2
"1980","E57aBEO",NA,NA,NA,NA,1
"1981","E57aBCO",74,75,59,77,1
"1982","E57aJMO",1,0,1,5,1
"1983","E57aMWZ",1,0,2,1,1
"1984","E57aBNW",17,36,30,29,1
"1985","E57aFHR",22,10,15,16,1
"1986","E57aLMY",1,3,1,2,1
"1987","E57aLPX",10,9,14,12,1
"1988","E57aFPS",13,12,17,11,1
"1989","E57aCNR",10,8,8,12,1
"1990","E57aNST",5,2,5,3,1
"1991","E57aNXZ",8,1,7,5,2
"1992","E57aKNW",2,7,8,4,1
"1993","E57aALW",0,0,0,0,1
"1994","E57aLPV",1,1,1,0,1
"1995","E57aAEL",4,4,3,3,2
"1996","E57aTUX",3,1,2,2,1
"1997","E57aMRU",2,2,3,2,2.5
"1998","E57aBFN",3,3,4,3,1
"1999","E57aFVX",23,11,14,18,1
"2000","E57aALQ",1,1,0,0,1
"2001","E57aNOV",1,3,3,1,1
"2002","E57aAGH",0,2,2,0,1
"2003","E57aEFW",4,1,1,2,1
"2004","E57aKQR",74,53,73,83,1
"2005","E57aATY",65,91,98,59,1
"2006","E57aBHK",29,25,27,25,1
"2007","E57aSUV",NA,NA,NA,NA,1
"2008","E57aNSW",1,4,10,9,1
"2009","E57aBDG",89,72,158,105,1
"2010","E57aNSY",214,236,185,189,1
"2011","E57aEQW",140,92,154,113,1
"2012","E57aDQZ",136,147,114,172,1
"2013","E57aJTW",50,62,69,95,1
"2014","E57aGMS",0,0,0,0,1
"2015","E57aNQW",35,31,32,24,1
"2016","E57aMPT",32,24,22,47,1
"2017","E57aAGU",35,70,65,54,1
"2018","E57aIUZ",4,0,0,1,1
"2019","E57aIMS",0,0,3,1,1
"2020","E57aABH",50,47,104,103,1
"2021","E57aJSU",0,0,0,0,1
"2022","E57aDLX",2,13,6,6,1
"2023","E57aAMS",63,53,55,88,1
"2024","E57aGQS",97,276,74,95,1
"2025","E57aAIV",303,338,307,335,2
"2026","E57aSVX",33,19,37,29,1
"2027","E57aEKP",0,0,0,0,1
"2028","E57aISU",34,30,33,72,1
"2029","E57aFHO",0,1,3,0,1
"2030","E57aDKS",0,0,0,0,1
"2031","E57aEFT",188,153,163,186,1
"2032","E57aGXY",NA,NA,NA,NA,1
"2033","E57aABE",20,37,28,31,1
"2034","E57aJKN",160,185,119,175,1
"2035","E57aINY",0,0,1,2,1
"2036","E57aIWZ",1,2,2,0,1
"2037","E57aLOV",5,4,7,7,1
"2038","E57aHQS",33,20,28,27,1
"2039","E57aORT",0,3,2,0,1
"2040","E57aBMZ",1,4,5,8,1
"2041","E57aEGT",4,11,7,7,1
"2042","E57aCFI",1,5,5,5,1
"2043","E57aLNV",41,57,42,40,1
"2044","E57aEQT",0,1,1,1,2
"2045","E57aIPV",1,1,6,8,1
"2046","E57aCDO",4,6,4,3,1
"2047","E57aRUZ",0,1,0,0,1
"2048","E57aORS",22,23,44,38,2
"2049","E57aQRW",10,14,6,7,1
"2050","E57aIKV",3,0,1,2,1
"2051","E57aEFZ",7,8,9,10,1
"2052","E57aISY",12,4,9,8,1
"2053","E57aGWZ",14,19,11,16,1
"2054","E57aCLP",2,5,4,4,1
"2055","E57aMUZ",27,5,16,14,1
"2056","E57aHLN",NA,NA,NA,NA,1
"2057","E57aBCT",4,6,7,3,1
"2058","E57aBCP",1,4,4,2,1
"2059","E57aFXZ",12,11,10,13,1
"2060","E57aAFQ",10,17,12,16,1
"2061","E57aNUZ",4,5,8,12,1
"2062","E57aQSW",10,6,6,14,1
"2063","E57aGOW",0,2,3,1,1
"2064","E57aMPS",3,1,4,3,2
"2065","E57aCGK",3,3,0,3,1
"2066","E57aJST",84,91,79,104,1
"2067","E57aGLS",0,0,1,0,1
"2068","E57aJQV",0,1,4,0,1
"2069","E57aCPV",5,5,6,5,1
"2070","E57aFMW",1,5,3,1,1
"2071","E57aDQR",1,0,1,1,1
"2072","E57aGTY",43,37,56,49,1
"2073","E57aQVZ",19,31,24,21,1
"2074","E57aHPU",25,21,32,26,1
"2075","E57aJSW",49,39,23,37,1
"2076","E57aCIX",19,25,28,36,1
"2077","E57aLSZ",13,22,12,24,1
"2078","E57aIKO",17,20,25,21,1
"2079","E57aKQZ",22,32,27,17,1
"2080","E57aKPZ",NA,NA,NA,NA,1
"2081","E57aTWY",23,19,22,17,1
"2082","E57aKWX",7,15,12,14,1
"2083","E57aJNS",1,2,5,2,1
"2084","E57aFUY",7,17,11,11,1
"2085","E57aKPV",13,4,17,12,1
"2086","E57aDTV",NA,NA,NA,NA,1
"2087","E57aRUV",13,7,15,12,1
"2088","E57aBGI",10,6,7,8,1
"2089","E57aKNY",54,53,62,80,1
"2090","E57aLTU",30,30,37,33,1
"2091","E57aIKS",3,2,3,2,1
"2092","E57aGIR",7,8,9,12,1
"2093","E57aDHM",7,10,9,16,1
"2094","E57aEPT",2,5,3,3,1
"2095","E57aCMU",15,8,16,20,1
"2096","E57aLQR",20,8,14,26,1
"2097","E57aFWY",0,0,0,0,1
"2098","E57aDHK",0,0,0,0,1
"2099","E57aADP",20,9,8,8,1
"2100","E57aLOU",25,15,16,16,1
"2101","E57aGKL",0,0,1,0,1
"2102","E57aALT",1,0,0,0,1
"2103","E57aAPU",3,0,4,3,1
"2104","E57aBOX",6,4,3,4,1
"2105","E57aDRT",2,4,11,6,1
"2106","E57aCEY",6,6,3,9,2
"2107","E57aEQZ",0,0,0,0,1
"2108","E57aNVW",0,1,1,1,1
"2109","E57aOVW",0,3,0,0,1
"2110","E57aAJX",0,0,0,0,1
"2111","E57aCDZ",0,0,1,0,1
"2112","E57aCEJ",0,2,0,1,1
"2113","E57aLTV",3,1,2,1,1
"2114","E57aJMZ",5,4,11,7,1
"2115","E57aQVW",0,0,0,0,1
"2116","E57aAMW",0,2,1,2,1
"2117","E57aWXZ",0,0,0,1,1
"2118","E57aEFJ",5,3,3,3,1
"2119","E57aBIR",33,90,62,82,1
"2120","E57aIQU",17,13,12,22,1
"2121","E57aLRZ",37,47,37,33,1
"2122","E57aFMP",NA,NA,NA,NA,1
"2123","E57aIWY",13,48,16,24,1
"2124","E57aNOT",17,20,18,44,1
"2125","E57aNPY",15,16,13,24,1
"2126","E57aHLX",22,31,26,19,1
"2127","E57aBFG",118,126,83,104,1
"2128","E57aGPS",38,55,35,47,1
"2129","E57aLOT",NA,NA,NA,NA,1
"2130","E57aHOU",8,12,13,23,1
"2131","E57aCFW",76,93,100,57,1
"2132","E57aHJT",57,37,44,51,1
"2133","E57aADF",NA,NA,NA,NA,1
"2134","E57aALN",4,4,0,0,1
"2135","E57aHUZ",NA,NA,NA,NA,1
"2136","E57aBGL",NA,NA,NA,NA,1
"2137","E57aBOV",NA,NA,NA,NA,1
"2138","E57aACY",28,22,25,23,1
"2139","E57aCOW",67,70,70,47,1
"2140","E57aDEW",83,87,82,89,2
"2141","E57aRSX",24,30,35,33,1
"2142","E57aCMV",NA,NA,NA,NA,1
"2143","E57aBQU",15,8,13,13,1
"2144","E57aGQW",NA,NA,NA,NA,1
"2145","E57aDFZ",NA,NA,NA,NA,1
"2146","E57aMNW",17,20,21,37,1
"2147","E57aOQS",NA,NA,NA,NA,1
"2148","E57aEFY",48,45,39,59,1
"2149","E57aLNW",66,60,61,86,1
"2150","E57aHJO",NA,NA,NA,NA,1
"2151","E57aESW",NA,NA,NA,NA,1
"2152","E57aMNZ",NA,NA,NA,NA,1
"2153","E57aIMU",NA,NA,NA,NA,1
"2154","E57aGHW",NA,NA,NA,NA,1
"2155","E57aJUW",NA,NA,NA,NA,1
"2156","E57aBPZ",NA,NA,NA,NA,1
"2157","E57aBER",NA,NA,NA,NA,1
"2158","E57aCEI",NA,NA,NA,NA,1
"2159","E57aBFT",NA,NA,NA,NA,1
"2160","E57aARW",NA,NA,NA,NA,1
"2161","E57aDHL",NA,NA,NA,NA,1
"2162","E57aFKR",NA,NA,NA,NA,1
"2163","E57aADM",NA,NA,NA,NA,1
"2164","E57aAMN",NA,NA,NA,NA,1
"2165","E57aHWX",NA,NA,NA,NA,1
"2166","E57aDJY",NA,NA,NA,NA,1
"2167","E57aDHT",NA,NA,NA,NA,1
"2168","E57aLVX",NA,NA,NA,NA,1
"2169","E57aDVX",NA,NA,NA,NA,1
"2170","E57aMUY",NA,NA,NA,NA,1
"2171","E57aJXY",NA,NA,NA,NA,1
"2172","E57aBKO",NA,NA,NA,NA,1
"2173","E57aABF",NA,NA,NA,NA,1
"2174","E57aAQT",NA,NA,NA,NA,1
"2175","E57aHOT",NA,NA,NA,NA,1
"2176","E57aDHO",NA,NA,NA,NA,1
"2177","E57aEIS",NA,NA,NA,NA,1
"2178","E57aGMU",NA,NA,NA,NA,1
"2179","E57aGKO",NA,NA,NA,NA,1
"2180","E57aIPX",NA,NA,NA,NA,1
"2181","E57aMNX",NA,NA,NA,NA,1
"2182","E57aGTZ",NA,NA,NA,NA,1
"2183","E57aEGK",NA,NA,NA,NA,1
"2184","E57aEQX",NA,NA,NA,NA,1
"2185","E57aNVY",NA,NA,NA,NA,1
"2186","E57aAVW",NA,NA,NA,NA,1
"2187","E57aBLZ",10,4,4,7,1
"2188","E57aDPT",16,17,8,14,1
"2189","E57aBCS",13,5,8,15,1
"2190","E57aDMZ",4,7,7,11,1
"2191","E57aABT",5,5,4,3,1
"2192","E57aBGM",8,6,8,9,2
"2193","E57aCHR",2,12,8,9,1
"2194","E57aFJK",4,3,11,3,1
"2195","E57aAKP",NA,NA,NA,NA,1
"2196","E57aCIP",27,24,25,34,1
"2197","E57aAOW",NA,NA,NA,NA,1
"2198","E57aLUW",4,4,1,11,1
"2199","E57aBCY",2,5,4,5,1
"2200","E57aAGL",0,0,0,0,1
"2201","E57aRTY",NA,NA,NA,NA,1
"2202","E57aEMX",11,21,10,3,1
"2203","E57aFTX",12,17,8,8,1
"2204","E57aABN",6,5,0,13,1
"2205","E57aLYZ",6,8,4,4,1
"2206","E57aRXZ",1,0,1,1,1
"2207","E57aACJ",5,1,3,4,2
"2208","E57aBDN",2,1,7,10,1
"2209","E57aESZ",3,3,4,3,2
"2210","E57aDMQ",8,9,6,12,1
"2211","E57aLTY",2,5,6,7,1
"2212","E57aMTU",0,0,0,0,1
"2213","E57aFJL",0,0,0,0,1
"2214","E57aEHM",0,0,0,0,1
"2215","E57aMTZ",0,0,1,0,1
"2216","E57aASY",0,0,0,0,1
"2217","E57aEKY",0,0,0,1,1
"2218","E57aDKM",0,1,1,2,1
"2219","E57aDIK",2,0,2,0,1
"2220","E57aTUW",0,0,0,0,1
"2221","E57aEIJ",0,0,2,0,1
"2222","E57aKQY",0,0,0,0,1
"2223","E57aAMT",0,1,0,1,1
"2224","E57aHMZ",0,0,0,0,1
"2225","E57aGKS",1,1,1,0,1
"2226","E57aDFV",0,0,0,0,1
"2227","E57aBQS",2,2,0,1,1
"2228","E57aKNV",0,0,0,0,1
"2229","E57aBQX",0,0,0,0,1
"2230","E57aUXY",2,0,1,0,1
"2231","E57aBNY",2,1,0,0,1
"2232","E57aBHY",0,0,1,0,1
"2233","E57aDER",0,0,0,1,1
"2234","E57aGPR",10,16,9,12,1
"2235","E57aANO",13,7,5,11,1
"2236","E57aORU",9,4,4,9,1
"2237","E57aCKO",NA,NA,NA,NA,1
"2238","E57aAOR",20,27,15,26,1
"2239","E57aKRU",8,8,8,14,1
"2240","E57aOTX",1,0,0,0,1
"2241","E57aCNW",7,4,8,13,1
"2242","E57aFJX",6,1,0,5,1
"2243","E57aDKN",3,3,1,2,1
"2244","E57aCJT",NA,NA,NA,NA,1
"2245","E57aIOX",5,10,8,19,1
"2246","E57aAJT",31,37,13,25,1
"2247","E57aENX",NA,NA,NA,NA,1
"2248","E57aJNU",NA,NA,NA,NA,1
"2249","E57aJLO",1,0,0,0,1
"2250","E57aDQW",NA,NA,NA,NA,1
"2251","E57aBFV",NA,NA,NA,NA,1
"2252","E57aAOT",NA,NA,NA,NA,1
"2253","E57aKUY",4,9,6,7,1
"2254","E57aOQY",6,14,9,11,1
"2255","E57aCJO",13,9,16,10,2
"2256","E57aMPW",7,8,10,11,1
"2257","E57aGNV",NA,NA,NA,NA,1
"2258","E57aBEX",10,17,12,22,1
"2259","E57aCDX",NA,NA,NA,NA,1
"2260","E57aNUW",NA,NA,NA,NA,1
"2261","E57aBCM",8,8,14,12,1
"2262","E57aDGJ",17,6,19,11,1
"2263","E57aHIU",8,8,5,8,1
"2264","E57aFHI",3,4,8,12,1
"2265","E57aJPZ",NA,NA,NA,NA,1
"2266","E57aJXZ",NA,NA,NA,NA,1
"2267","E57aKNP",NA,NA,NA,NA,1
"2268","E57aCIN",NA,NA,NA,NA,1
"2269","E57aRTX",NA,NA,NA,NA,1
"2270","E57aGMZ",NA,NA,NA,NA,1
"2271","E57aQST",NA,NA,NA,NA,1
"2272","E57aENU",NA,NA,NA,NA,1
"2273","E57aBVZ",NA,NA,NA,NA,1
"2274","E57aGJP",NA,NA,NA,NA,1
"2275","E57aKVX",NA,NA,NA,NA,1
"2276","E57aEOW",NA,NA,NA,NA,1
"2277","E57aBLO",NA,NA,NA,NA,1
"2278","E57aHNO",NA,NA,NA,NA,1
"2279","E57aKQV",NA,NA,NA,NA,1
"2280","E57aESU",NA,NA,NA,NA,1
"2281","E57aTWX",NA,NA,NA,NA,1
"2282","E57aPTY",NA,NA,NA,NA,1
"2283","E57aIQT",NA,NA,NA,NA,1
"2284","E57aASW",NA,NA,NA,NA,1
"2285","E57aQXY",NA,NA,NA,NA,1
"2286","E57aBHW",NA,NA,NA,NA,1
"2287","E57aAPZ",NA,NA,NA,NA,1
"2288","E57aFIJ",NA,NA,NA,NA,1
"2289","E57aGLX",NA,NA,NA,NA,1
"2290","E57aDFS",NA,NA,NA,NA,1
"2291","E57aEIV",NA,NA,NA,NA,1
"2292","E57aDEQ",NA,NA,NA,NA,1
"2293","E57aAIY",NA,NA,NA,NA,1
"2294","E57aFGU",NA,NA,NA,NA,1
"2295","E57aEKX",NA,NA,NA,NA,1
"2296","E57aHST",NA,NA,NA,NA,1
"2297","E57aJQU",NA,NA,NA,NA,1
"2298","E57aGJQ",NA,NA,NA,NA,1
"2299","E57aARS",NA,NA,NA,NA,1
"2300","E57aNQU",NA,NA,NA,NA,1
"2301","E57aMOQ",NA,NA,NA,NA,1
"2302","E57aCXY",0,0,0,2,1
"2303","E57aIJY",0,2,0,0,1
"2304","E57aCGH",3,1,1,0,1
"2305","E57aHNX",0,0,2,1,1
"2306","E57aPWX",2,1,2,0,1
"2307","E57aKNT",6,4,8,10,2
"2308","E57aCKW",0,0,0,0,1
"2309","E57aHQT",0,1,0,0,1
"2310","E57aCIZ",NA,NA,NA,NA,1
"2311","E57aIJT",4,6,12,9,1
"2312","E57aDGS",NA,NA,NA,NA,1
"2313","E57aFJO",0,1,1,1,1
"2314","E57aJLN",0,0,0,0,1
"2315","E57aTWZ",0,0,0,0,1
"2316","E57aDGX",NA,NA,NA,NA,1
"2317","E57aCTZ",0,2,0,0,1
"2318","E57aIJR",2,4,2,1,1
"2319","E57aBGT",1,0,0,0,1
"2320","E57aCOV",1,0,0,0,1
"2321","E57aEHR",1,2,2,2,1
"2322","E57aHSZ",0,0,0,0,1
"2323","E57aCFH",0,0,0,0,2
"2324","E57aAGK",0,0,2,1,1
"2325","E57aHJY",1,0,5,1,1
"2326","E57aGJX",2,0,2,3,1
"2327","E57aKMO",0,1,1,0,2
"2328","E57aAIN",2,5,3,2,1
"2329","E57aHJK",4,14,1,12,1
"2330","E57aSUY",NA,NA,NA,NA,1
"2331","E57aFLR",10,6,8,10,2
"2332","E57aBDY",2,4,5,6,2
"2333","E57aDHI",4,1,4,2,1
"2334","E57aDNO",40,29,29,27,1
"2335","E57aGMV",13,8,7,9,1.5
"2336","E57aBKL",10,16,6,8,1
"2337","E57aDKQ",NA,NA,NA,NA,1
"2338","E57aDMT",5,2,4,3,1
"2339","E57aIJS",11,11,15,20,1
"2340","E57aABL",7,8,6,15,1.5
"2341","E57aDHW",NA,NA,NA,NA,1
"2342","E57aAHM",NA,NA,NA,NA,1
"2343","E57aPUY",NA,NA,NA,NA,1
"2344","E57aBNO",NA,NA,NA,NA,1
"2345","E57aBLT",NA,NA,NA,NA,1
"2346","E57aBGU",4,2,2,1,1
"2347","E57aLRS",11,13,9,5,1.5
"2348","E57aAHV",0,0,2,0,1.5
"2349","E57aAIP",15,4,3,6,1
"2350","E57aGOY",NA,NA,NA,NA,1
"2351","E57aBMS",3,3,1,4,1
"2352","E57aCDQ",NA,NA,NA,NA,1
"2353","E57aBFS",NA,NA,NA,NA,1
"2354","E57aADG",2,0,1,1,2
"2355","E57aHXY",0,1,1,0,1
"2356","E57aILS",8,3,9,4,1
"2357","E57aIOU",0,0,2,0,1
"2358","E57aJQT",NA,NA,NA,NA,1
"2359","E57aEHI",NA,NA,NA,NA,1
"2360","E57aAKW",NA,NA,NA,NA,1
"2361","E57aSVW",NA,NA,NA,NA,1
"2362","E57aFQR",NA,NA,NA,NA,1
"2363","E57aBWZ",NA,NA,NA,NA,1
"2364","E57aBRT",NA,NA,NA,NA,1
"2365","E57aKPS",NA,NA,NA,NA,1
"2366","E57aETV",NA,NA,NA,NA,1
"2367","E57aCLW",NA,NA,NA,NA,1
"2368","E57aHKS",NA,NA,NA,NA,1
"2369","E57aACM",NA,NA,NA,NA,1
"2370","E57aKLX",NA,NA,NA,NA,1
"2371","E57aDGW",NA,NA,NA,NA,1
"2372","E57aBJY",NA,NA,NA,NA,1
"2373","E57aGVY",NA,NA,NA,NA,1
"2374","E57aOSX",NA,NA,NA,NA,1
"2375","E57aFOS",NA,NA,NA,NA,1
"2376","E57aKPU",NA,NA,NA,NA,1
"2377","E57aEHO",NA,NA,NA,NA,1
"2378","E57aAHW",NA,NA,NA,NA,1
"2379","E57aDVY",NA,NA,NA,NA,1
"2380","E57aAMX",NA,NA,NA,NA,1
"2381","E57aPST",NA,NA,NA,NA,1
"2382","E57aIJN",NA,NA,NA,NA,1
"2383","E57aCOU",NA,NA,NA,NA,1
"2384","E57aPSX",NA,NA,NA,NA,1
"2385","E57aLNO",NA,NA,NA,NA,1
"2386","E57aKSY",NA,NA,NA,NA,1
"2387","E57aGHK",NA,NA,NA,NA,1
"2388","E57aDGI",NA,NA,NA,NA,1
"2389","E57aATV",NA,NA,NA,NA,1
"2390","E57aJNT",NA,NA,NA,NA,1
"2391","E57aBIM",NA,NA,NA,NA,1
"2392","E57aBDU",NA,NA,NA,NA,1
"2393","E57aFGX",NA,NA,NA,NA,1
"2394","E57aACS",NA,NA,NA,NA,1
"2395","E57bxIPS",0,0,0,0,1
"2396","E57bxINO",0,0,0,0,1
"2397","E57bxMNW",3,5,8,1,1
"2398","E57bxRTY",26,17,23,28,1
"2399","E57bxLNW",6,7,10,7,1
"2400","E57bxELZ",0,0,0,0,1
"2401","E57bxAUZ",21,32,19,26,1
"2402","E57bxFJW",0,0,0,0,1
"2403","E57bxALV",0,0,0,0,1
"2404","E57bxBJR",0,0,0,2,1
"2405","E57bxCWZ",0,0,0,0,1
"2406","E57bxFHT",0,0,0,0,1
"2407","E57bxCRZ",0,0,0,0,1
"2408","E57bxEJN",0,0,0,0,1
"2409","E57bxLMZ",74,92,97,87,1
"2410","E57bxNSX",66,63,62,70,1
"2411","E57bxBGY",13,6,11,6,1
"2412","E57bxESW",55,51,48,44,1
"2413","E57bxFHK",0,0,0,0,1
"2414","E57bxAIO",0,0,0,0,1
"2415","E57bxBIO",0,0,0,0,1
"2416","E57bxCNT",0,0,0,0,1
"2417","E57bxDKR",0,0,0,0,1
"2418","E57bxLUV",0,0,0,0,1
"2419","E57bxABG",0,0,0,0,1
"2420","E57bxEMW",0,0,0,0,1
"2421","E57bxNTU",0,0,0,0,1
"2422","E57bxJRZ",93,74,106,129,1
"2423","E57bxCIK",0,0,0,0,1
"2424","E57bxBMW",0,0,0,0,1
"2425","E57bxCEK",13,15,16,16,1
"2426","E57bxGJT",21,21,20,17,1
"2427","E57bxANS",0,0,0,0,1
"2428","E57bxCOV",144,134,117,108,1
"2429","E57bxBOY",0,0,0,0,1
"2430","E57bxBCE",2,3,3,6,1
"2431","E57bxGIU",0,0,0,0,1
"2432","E57bxBFJ",0,0,0,0,1
"2433","E57bxAGP",0,0,0,0,1
"2434","E57bxFGH",0,0,0,0,1
"2435","E57bxGHN",0,0,0,0,1
"2436","E57bxNPW",0,0,0,0,1
"2437","E57bxHNS",0,0,0,0,1
"2438","E57bxCUY",0,0,0,0,1
"2439","E57bxDIW",0,0,0,0,1
"2440","E57bxDQW",0,0,0,0,1
"2441","E57bxSTU",0,0,0,0,1
"2442","E57bxGSV",0,0,0,0,1
"2443","E57bxIMQ",0,0,0,0,1
"2444","E57bxFKW",0,0,0,0,1
"2445","E57bxERY",0,0,0,0,1
"2446","E57bxFPQ",0,0,0,0,1
"2447","E57bxDUZ",0,0,0,0,1
"2448","E57bxIMR",0,0,0,0,1
"2449","E57bxJMZ",0,0,0,0,1
"2450","E57bxAGX",90,111,114,108,1
"2451","E57bxAHU",64,68,72,67,1
"2452","E57bxEKV",0,0,0,0,1
"2453","E57bxAEJ",82,91,98,102,1
"2454","E57bxCET",0,1,0,0,1
"2455","E57bxJPX",0,0,0,0,1
"2456","E57bxGHS",0,0,0,0,1
"2457","E57bxBLW",4,10,7,6,1
"2458","E57bxQUZ",0,0,0,0,1
"2459","E57bxDHL",0,0,0,0,1
"2460","E57bxFJS",0,0,0,0,1
"2461","E57bxEFL",22,47,31,51,1
"2462","E57bxHKM",0,0,0,0,1
"2463","E57bxAQY",12,28,23,20,1
"2464","E57bxEHM",0,0,0,0,1
"2465","E57bxDTU",1,0,1,0,1
"2466","E57bxCEO",5,3,6,6,1
"2467","E57bxTXZ",0,0,0,0,1
"2468","E57bxBHI",0,0,0,0,1
"2469","E57bxADG",0,0,0,0,1
"2470","E57bxEQV",47,29,38,27,1
"2471","E57bxHKN",77,93,87,60,1
"2472","E57bxFRU",8,4,11,8,1
"2473","E57bxAGN",0,0,0,0,1
"2474","E57bxPRV",0,0,0,0,1
"2475","E57bxNRU",54,61,71,55,1
"2476","E57bxGMW",0,0,0,0,1
"2477","E57bxKST",49,36,45,45,1
"2478","E57bxNOY",19,22,24,15,1
"2479","E57bxILM",0,0,0,0,1
"2480","E57bxKUZ",0,0,0,0,1
"2481","E57bxINU",0,0,0,0,1
"2482","E57bxEWY",2,2,4,2,1
"2483","E57bxGIQ",0,0,0,0,1
"2484","E57bxLYZ",22,23,22,20,1
"2485","E57bxHPY",0,0,0,0,1
"2486","E57bxLOT",0,0,0,0,1
"2487","E57bxJMR",0,0,0,0,1
"2488","E57bxGVW",0,0,0,0,1
"2489","E57bxIQW",0,0,0,0,1
"2490","E57bxMOX",0,0,0,0,1
"2491","E57bxEIQ",0,0,0,0,1
"2492","E57bxEFQ",0,0,0,0,1
"2493","E57bxKMO",0,0,0,0,1
"2494","E57bxMQW",4,6,10,5,1
"2495","E57bxKMQ",0,0,0,0,1
"2496","E57bxBDI",0,0,0,0,1
"2497","E57bxAVW",7,3,11,6,1
"2498","E57bxHKW",0,0,0,0,1
"2499","E57bxCIW",0,0,0,1,1
"2500","E57bxEKX",0,0,0,0,1
"2501","E57bxACZ",0,0,0,0,1
"2502","E57bxJKX",19,24,26,58,1
"2503","E57bxBKM",0,0,0,0,1
"2504","E57bxFHS",0,0,0,0,1
"2505","E57bxJMX",0,1,0,0,1
"2506","E57bxABO",0,0,0,0,1
"2507","E57bxHOY",0,0,0,0,1
"2508","E57bxGOV",3,0,0,2,1
"2509","E57bxBVZ",0,0,0,0,1
"2510","E57bxCGT",0,0,0,0,1
"2511","E57bxFPV",0,0,0,0,1
"2512","E57bxAQW",1,2,0,2,1
"2513","E57bxQTX",0,0,0,0,1
"2514","E57bxAPS",0,2,0,2,1
"2515","E57bxFQX",122,97,146,144,1
"2516","E57bxAFN",0,0,0,0,1
"2517","E57bxAFY",0,0,0,0,1
"2518","E57bxKOX",15,16,13,21,1
"2519","E57bxAMX",64,58,60,62,1
"2520","E57bxFJR",0,0,0,0,1
"2521","E57bxASZ",0,0,0,0,1
"2522","E57bxLNU",0,0,0,0,1
"2523","E57bxIMU",0,0,0,0,1
"2524","E57bxPSV",1,0,1,1,1
"2525","E57bxMPU",0,0,0,0,1
"2526","E57bxGWZ",20,23,36,32,1
"2527","E57bxFMR",0,0,0,0,1
"2528","E57bxCLV",8,10,6,5,1
"2529","E57bxANV",27,39,39,43,1
"2530","E57bxEOT",0,0,0,0,1
"2531","E57bxMRZ",0,0,0,0,1
"2532","E57bxAMS",0,0,0,0,1
"2533","E57bxGLO",0,0,0,0,1
"2534","E57bxDOT",0,0,0,0,1
"2535","E57bxGSZ",0,0,0,0,1
"2536","E57bxKNZ",0,0,0,0,1
"2537","E57bxLNT",0,0,0,0,1
"2538","E57bxADV",0,0,0,0,1
"2539","E57bxIUV",0,0,0,0,1
"2540","E57bxDMP",0,0,0,0,1
"2541","E57bxBCD",0,0,0,0,1
"2542","E57bxLRS",0,0,0,0,1
"2543","E57bxCHI",0,0,0,0,1
"2544","E57bxBQR",0,0,0,0,1
"2545","E57bxBCP",0,0,0,0,1
"2546","E57bxJRW",0,0,0,0,1
"2547","E57bxDVW",0,0,0,0,1
"2548","E57bxMOR",5,11,13,8,1
"2549","E57bxNPY",30,27,32,38,1
"2550","E57bxDPW",0,0,0,0,1
"2551","E57bxFGM",0,0,0,0,1
"2552","E57bxBWZ",24,39,37,23,1
"2553","E57bxGOW",28,23,37,29,1
"2554","E57bxAIR",0,0,0,0,1
"2555","E57bxCHX",0,0,1,2,1
"2556","E57bxDFU",0,0,0,0,1
"2557","E57bxAGS",0,0,0,0,1
"2558","E57bxJRX",0,0,0,0,1
"2559","E57bxIJY",0,0,0,0,1
"2560","E57bxBMX",0,0,0,0,1
"2561","E57bxKLQ",0,0,0,0,1
"2562","E57bxJVZ",0,0,0,0,1
"2563","E57bxAOX",0,0,0,0,1
"2564","E57bxKNQ",0,0,0,0,1
"2565","E57bxBSU",0,0,0,0,1
"2566","E57bxLOW",0,0,0,0,1
"2567","E57bxCJP",0,0,0,0,1
"2568","E57bxPVX",25,29,28,23,1
"2569","E57bxEJP",0,0,0,0,1
"2570","E57bxTUV",28,23,24,38,1
"2571","E57bxBEF",0,0,0,0,1
"2572","E57bxUVY",14,14,11,15,1
"2573","E57bxJQU",4,1,1,1,1
"2574","E57bxDHX",0,0,0,0,1
