"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"668","E11aELR",0,0,0,0,1
"669","E11aATV",0,1,0,0,1
"670","E11aHOV",0,0,0,0,1
"671","E11aBCV",0,0,0,0,1
"672","E11aLQS",0,0,0,0,1
"673","E11aCFU",0,0,0,0,1
"674","E11aDHT",0,0,0,0,1
"675","E11aCDF",0,0,0,0,1
"676","E11aFOX",0,0,0,0,1
"677","E11aEIX",0,0,0,0,1
"678","E11aAHJ",0,0,0,0,1
"679","E11aJMP",0,0,0,0,1
"680","E11aAXY",0,0,0,0,1
"681","E11aIMS",0,0,0,0,1
"682","E11aAQT",0,0,0,0,1
"683","E11aQTV",0,0,0,0,1
"684","E11aBRZ",0,0,0,0,1
"685","E11aDPY",0,0,0,0,1
"686","E11aCMO",0,0,0,0,1
"687","E11aKQY",0,0,0,0,1
"688","E11aHLX",0,0,0,0,1
"689","E11aDOY",0,0,0,0,1
"690","E11aCFJ",0,0,0,0,1
"691","E11aDJT",0,0,0,0,1
"692","E11aBGU",0,0,0,0,1
"693","E11aLMN",0,0,0,0,1
"694","E11aGWX",0,0,0,0,1
"695","E11aNVZ",0,0,0,0,1
"696","E11aEHL",0,0,0,0,1
"697","E11aARX",0,0,0,0,1
"698","E11aLWY",0,0,0,0,1
"699","E11aKLX",0,0,0,0,1
"700","E11aHLR",0,0,0,0,1
"701","E11aERT",0,0,0,0,1
"702","E11aEPT",0,0,0,0,1
"703","E11aDOQ",0,0,0,0,1
"704","E11aBLT",0,0,0,0,1
"705","E11aIMO",0,0,0,0,1
"706","E11aCPZ",0,0,0,0,1
"707","E11aAOP",0,0,0,0,1
"708","E11aHJT",0,0,0,0,1
"709","E11aCQZ",0,0,0,0,1
"710","E11aCHS",0,0,0,0,1
"711","E11aEJT",0,0,0,0,1
"712","E11aDHN",0,0,0,0,1
"713","E11aIJR",0,0,0,0,1
"714","E11aDFU",2,1,2,3,1
"715","E11aNPW",1,0,3,0,1
"716","E11aAFR",0,0,0,0,1
"717","E11aCDY",0,0,0,0,1
"718","E11aGUZ",0,0,0,0,1
"719","E11aJPQ",0,0,0,0,1
"720","E11aAIV",0,0,0,0,1
"721","E11aIVW",0,0,0,0,1
"722","E11aLOS",0,0,0,0,1
"723","E11aMWY",0,0,0,0,1
"724","E11aBJL",0,0,0,0,1
"725","E11aAKL",0,0,0,0,1
"726","E11aCPU",0,0,0,0,1
"727","E11aAIY",0,0,0,0,1
"728","E11aANT",0,0,0,0,1
"729","E11aDJX",0,0,0,0,1
"730","E11aRTX",0,0,0,0,1
"731","E11aFGZ",0,0,0,0,1
"732","E11aEKP",0,0,0,0,1
"733","E11aBVY",0,0,0,0,1
"734","E11aGMS",0,0,0,0,1
"735","E11aDKV",0,0,0,0,1
"736","E11aMTW",0,0,0,0,1
"737","E11aFNU",0,0,0,0,1
"738","E11aHKN",0,0,0,0,1
"739","E11aCDW",0,0,0,0,1
"740","E11aBIT",0,0,0,0,1
"741","E11aCNW",0,0,0,0,1
"742","E11aHRU",0,0,0,0,1
"743","E11aNOY",0,0,0,0,1
"744","E11aAJO",0,0,0,0,1
"745","E11aJOX",0,0,0,0,1
"746","E11aEGV",0,0,0,0,1
"747","E11aBWZ",0,0,0,0,1
"748","E11aDEP",0,0,0,0,1
"749","E11aQVX",0,0,0,0,1
"750","E11aESV",0,0,0,0,1
"751","E11aBTZ",0,0,0,0,1
"752","E11aAMR",0,0,0,0,1
"753","E11aBGK",0,0,0,0,1
"754","E11aAHO",0,0,0,0,1
"755","E11aELP",0,0,0,0,1
"756","E11aDLP",0,0,0,0,1
"757","E11aLOP",0,0,0,0,1
"758","E11aIJZ",0,0,0,0,1
"759","E11aEUX",0,0,0,0,1
"760","E11aCEO",0,0,0,0,1
"761","E11aBQT",0,0,0,0,1
"762","E11aBMW",0,0,0,0,1
"763","E11aMOW",0,0,0,0,1
"764","E11aEMX",56,64,52,69,1
"765","E11aALX",23,21,18,20,1
"766","E11aBHX",0,0,0,0,1
"767","E11aJPX",12,7,3,2,1
"768","E11aBEY",0,0,0,0,1
"769","E11aCKR",97,106,131,116,1
"770","E11aBLU",3,2,5,10,1
"771","E11aDSZ",16,7,12,8,1
"772","E11aBMN",6,13,12,10,1
"773","E11aMUX",35,22,23,38,1
"774","E11aCLM",171,177,160,169,1
"775","E11aILW",16,9,20,15,1
"776","E11aNPT",2,1,0,2,1
"777","E11aENX",5,6,6,8,1
"778","E11aFVX",5,4,9,4,1
"779","E11aEIW",16,4,9,5,1
"780","E11aGHM",22,6,16,14,1
"781","E11aGVW",4,8,9,11,1
"782","E11aKPQ",8,3,10,7,1
"783","E11aKVW",36,23,28,25,1
"784","E11aFMZ",38,41,41,41,1
"785","E11aALV",84,51,81,66,1
"786","E11aSVY",2,4,7,7,1
"787","E11aBCF",5,14,15,10,1
"788","E11aIOY",35,37,48,43,1
"789","E11aLPY",0,0,0,0,1
"790","E11aNQX",0,0,0,0,1
"791","E11aBIO",1,4,2,3,1
"792","E11aKMQ",1,0,2,1,1
"793","E11aAVY",8,13,8,12,1
"794","E11aCPQ",1,1,4,1,1
"795","E11aEQZ",29,24,42,32,1
"796","E11aIOT",0,0,0,0,1
"797","E11aHLQ",0,0,0,0,1
"798","E11aADT",0,0,0,0,1
"799","E11aKQW",0,0,0,0,1
"800","E11aIVX",0,0,0,0,1
"801","E11aJLO",0,0,0,0,1
"802","E11aDUV",0,0,0,0,1
"803","E11aCDP",0,0,0,0,1
"804","E11aAJQ",22,25,28,23,1
"805","E11aACR",9,8,18,14,1
"806","E11aCTV",134,144,155,142,1
"807","E11aCDM",16,11,20,18,1
"808","E11aGMO",86,73,94,85,1
"809","E11aJLN",94,108,105,94,1
"810","E11aHRZ",0,0,0,0,1
"811","E11aAMT",51,39,48,63,1
"812","E11aFVZ",0,0,0,0,1
"813","E11aHUW",31,26,34,32,1
"814","E11aFIQ",0,0,0,0,1
"815","E11aINX",0,0,0,0,1
"816","E11aGTZ",11,3,4,6,1
"817","E11aAFW",45,48,40,48,1
"818","E11aDIM",59,45,50,40,1
"819","E11aLNT",0,0,0,0,1
"820","E11aCEH",24,17,17,21,1
"821","E11aBCL",0,0,0,0,1
"822","E11aTUW",7,4,8,7,1
"823","E11aJLT",16,17,11,18,1
"824","E11aMNO",40,30,41,41,1
"825","E11aFTZ",0,0,0,0,1
"826","E11aCKQ",7,3,7,6,1
"827","E11aDMZ",52,40,41,53,1
"828","E11aFMY",0,0,0,0,1
"829","E11aJTU",0,0,0,0,1
"830","E11aELT",0,0,0,0,1
"831","E11aABM",0,0,0,0,1
"832","E11aHKX",0,0,0,0,1
"833","E11aCNR",0,0,0,0,1
"834","E11aAGO",0,0,0,0,1
"835","E11aBEQ",0,0,0,0,1
"836","E11aLRU",0,0,0,0,1
"837","E11aCNO",0,0,0,0,1
"838","E11aFHO",0,0,0,0,1
"839","E11aEHI",0,0,0,0,1
"840","E11aQRY",0,0,0,0,1
"841","E11aDQZ",10,12,15,18,1
"842","E11aACT",26,24,17,21,1
"843","E11aSUY",72,50,45,55,1
"844","E11bJSX",0,0,0,0,1
"845","E11bEIJ",0,0,0,0,1
"846","E11bBOT",0,0,0,0,1
"847","E11bITU",0,0,0,0,1
"848","E11bHOV",0,0,0,0,1
"849","E11bHUY",0,0,0,0,1
"850","E11bCES",0,0,0,0,1
"851","E11bCFI",0,0,0,0,1
"852","E11bLPU",0,0,0,0,1
"853","E11bKSV",0,0,0,0,1
"854","E11bACW",0,0,0,0,1
"855","E11bAFS",0,0,0,0,1
"856","E11bAMQ",0,0,0,0,1
"857","E11bEPW",0,0,0,0,1
"858","E11bBSW",0,0,0,0,1
"859","E11bLTX",0,0,0,0,1
"860","E11bBCV",0,0,0,0,1
"861","E11bHPT",0,0,0,0,1
"862","E11bCOQ",0,0,0,0,1
"863","E11bHKO",0,0,0,0,1
"864","E11bJPW",0,0,0,0,1
"865","E11bIVZ",0,0,0,0,1
"866","E11bFIL",0,0,0,0,1
"867","E11bHOQ",0,0,0,0,1
"868","E11bGHL",0,0,0,0,1
"869","E11bKSX",0,0,0,0,1
"870","E11bEQU",0,0,0,0,1
"871","E11bBUV",0,0,0,0,1
"872","E11bMRU",0,0,0,0,1
"873","E11bEMO",0,0,0,0,1
"874","E11bIUX",0,0,0,0,1
"875","E11bEQW",0,0,0,0,1
"876","E11bKLS",0,0,0,0,1
"877","E11bKOX",0,0,0,0,1
"878","E11bDOP",0,0,0,0,1
"879","E11bJLQ",0,0,0,0,1
"880","E11bEGI",0,0,0,0,1
"881","E11bLWX",0,0,0,0,1
"882","E11bBKM",0,0,0,0,1
"883","E11bFKZ",0,0,0,0,1
"884","E11bBPQ",0,0,0,0,1
"885","E11bDIP",0,0,0,0,1
"886","E11bDHJ",0,0,0,0,1
"887","E11bMNU",0,0,0,0,1
"888","E11bLPV",0,0,0,0,1
"889","E11bIRU",0,0,0,0,1
"890","E11bDVZ",0,0,0,0,1
"891","E11bHKX",0,0,0,0,1
"892","E11bINO",3,6,4,1,1
"893","E11bAEO",3,6,7,5,1
"894","E11bIJQ",0,0,0,0,1
"895","E11bBSZ",0,0,0,0,1
"896","E11bOTY",2,0,1,3,1
"897","E11bOSZ",0,0,0,0,1
"898","E11bBDY",0,0,0,0,1
"899","E11bLXY",7,6,10,6,1
"900","E11bFHR",0,0,0,0,1
"901","E11bJPU",0,0,0,0,1
"902","E11bNWZ",0,0,1,0,1
"903","E11bSWY",7,5,7,9,1
"904","E11bFIT",0,0,0,0,1
"905","E11bHQT",40,17,33,33,1
"906","E11bDMR",3,1,0,0,1
"907","E11bEGJ",0,0,0,0,1
"908","E11bINQ",6,3,6,9,1
"909","E11bGQZ",0,0,0,0,1
"910","E11bAEM",1,2,1,0,1
"911","E11bBNU",17,15,19,11,1
"912","E11bPWY",0,0,0,0,1
"913","E11bELU",3,5,3,2,1
"914","E11bABD",0,0,0,0,1
"915","E11bDGH",0,0,1,0,1
"916","E11bAHY",0,0,0,0,1
"917","E11bJLX",0,0,0,0,1
"918","E11bBFZ",0,0,0,0,1
"919","E11bJOR",0,0,0,0,1
"920","E11bAYZ",0,0,0,0,1
"921","E11bDLP",4,1,0,2,1
"922","E11bEFU",0,1,1,4,1
"923","E11bAOS",0,0,0,0,1
"924","E11bCDH",0,0,0,0,1
"925","E11bHNO",0,0,0,0,1
"926","E11bAOW",0,0,0,0,1
"927","E11bERW",0,0,0,0,1
"928","E11bJSZ",0,0,0,0,1
"929","E11bBTX",0,0,0,0,1
"930","E11bLSV",0,0,0,0,1
"931","E11bGNV",0,0,0,0,1
"932","E11bLUZ",0,0,0,0,1
"933","E11bDEZ",0,0,0,0,1
"934","E11bAEY",0,0,0,0,1
"935","E11bCJS",0,0,0,0,1
"936","E11bCEH",0,0,0,0,1
"937","E11bBNQ",0,0,0,0,1
"938","E11bFKQ",0,0,0,0,1
"939","E11bDRS",0,0,0,0,1
"940","E11bGJM",0,0,0,0,1
"941","E11bDLV",0,0,0,0,1
"942","E11bACT",0,0,0,0,1
"943","E11bHKS",0,0,0,0,1
"944","E11bEJV",0,0,0,0,1
"945","E11bNTX",0,0,0,0,1
"946","E11bDGZ",0,0,0,0,1
"947","E11bIKX",0,0,0,0,1
"948","E11bISU",0,0,0,0,1
"949","E11bAIY",0,0,0,0,1
"950","E11bEFN",0,0,0,0,1
"951","E11bBHQ",0,0,0,0,1
"952","E11bCKM",0,0,0,0,1
"953","E11bKMS",0,0,0,0,1
"954","E11bADM",0,0,0,0,1
"955","E11bBOZ",0,0,0,0,1
"956","E11bANX",0,0,0,0,1
"957","E11bDHK",0,0,0,0,1
"958","E11bELX",13,9,8,9,1
"959","E11bFHY",8,5,12,15,1
"960","E11bHNQ",0,0,0,0,1
"961","E11bNWX",0,0,0,0,1
"962","E11bCMQ",0,0,0,0,1
"963","E11bADE",0,0,0,0,1
"964","E11bCQW",2,3,2,0,1
"965","E11bNPV",3,5,8,18,1
"966","E11bGIY",4,7,2,4,1
"967","E11bNQR",7,6,6,7,1
"968","E11bJKO",1,1,1,1,1
"969","E11bHIL",0,0,0,0,1
"970","E11bLTV",0,0,0,0,1
"971","E11bGQU",0,0,1,0,1
"972","E11bBEZ",0,0,0,0,1
"973","E11bJNW",0,0,0,0,1
"974","E11bDGN",0,0,0,0,1
"975","E11bEKN",0,0,0,0,1
"976","E11bJOW",0,0,0,0,1
"977","E11bBUY",0,0,0,0,1
"978","E11bBJO",0,0,0,0,1
"979","E11bMPQ",0,0,0,0,1
"980","E11bEFK",0,0,0,0,1
"981","E11bAOP",0,0,0,0,1
"982","E11bGOQ",0,0,0,0,1
"983","E11bDNW",0,0,0,0,1
"984","E11bADY",0,0,0,0,1
"985","E11bNOS",0,0,0,0,1
"986","E11bLQT",17,12,15,18,1
"987","E11bJMZ",0,1,4,2,1
"988","E11bDTY",0,0,1,3,1
"989","E11bHOW",0,0,0,1,1
"990","E11bIMW",0,0,0,0,1
"991","E11bBER",19,8,11,11,1
"992","E11bBDE",11,5,9,8,1
"993","E11bBGK",9,8,3,7,1
"994","E11bAPZ",0,0,0,0,1
"995","E11bADP",0,0,0,0,1
"996","E11bBMT",0,0,0,0,1
"997","E11bIUY",0,0,0,0,1
"998","E11bEOY",19,6,13,23,1
"999","E11bNOW",6,3,4,2,1
"1000","E11bGWX",2,0,1,3,1
"1001","E11bEJY",0,0,0,0,1
"1002","E11bBIV",2,2,4,2,1
"1003","E11bFHU",2,3,0,0,1
"1004","E11bFMW",0,0,0,0,1
"1005","E11bKMX",0,0,0,0,1
"1006","E11bIXY",0,0,0,0,1
"1007","E11bHKZ",0,0,0,0,1
"1008","E11bHTY",0,0,0,0,1
"1009","E11bAQT",36,19,19,15,1
"1010","E11bCKL",2,1,1,0,1
"1011","E11bPTW",15,11,11,16,1
"1012","E11bCJO",1,1,2,3,1
"1013","E11bGJS",144,167,166,102,1
"1014","E11bCPW",0,4,1,1,1
"1015","E11bIMR",3,0,2,4,1
"1016","E11bCGP",3,2,2,4,1
"1017","E11bEIY",38,26,31,31,1
"1018","E11bASW",0,0,0,0,1
"1019","E11bFNT",0,0,0,0,1
"1020","E11bGIP",0,4,6,0,1
"1021","E11aKSU",0,0,0,0,1
"1022","E11aCDZ",0,0,0,0,1
"1023","E11aDHJ",0,0,0,0,1
"1024","E11aEOW",0,0,0,0,1
"1025","E11aFWY",0,0,0,0,1
"1026","E11aIWX",0,0,0,0,1
"1027","E11aBMP",0,0,0,0,1
"1028","E11aDIN",0,0,0,0,1
"1029","E11aAMS",0,0,0,0,1
"1030","E11aBQZ",0,0,0,0,1
"1031","E11aCET",0,0,0,0,1
"1032","E11aQSY",0,0,0,0,1
"1033","E11aDJQ",0,0,0,0,1
"1034","E11aNQZ",0,0,0,0,1
"1035","E11aPQY",0,0,0,0,1
"1036","E11aEOS",0,0,0,0,1
"1037","E57aACD",0,0,0,0,1
"1038","E57aBLX",0,0,0,0,1
"1039","E57aAWY",0,0,0,0,1
"1040","E57aCLT",0,0,0,0,1
"1041","E57aCEK",0,0,0,0,1
"1042","E57aCUX",0,0,0,0,1
"1043","E57aCEG",0,0,0,0,1
"1044","E57aFPV",0,0,0,0,1
"1045","E57aFJS",0,0,0,0,1
"1046","E57aCIW",0,0,0,0,1
"1047","E57aIJW",0,0,0,0,1
"1048","E57aHOX",0,0,0,0,1
"1049","E57aHJX",0,0,0,0,1
"1050","E57aGUX",0,0,0,0,1
"1051","E57aGUW",0,0,0,0,1
"1052","E57aLNU",0,0,0,0,1
"1053","E57aOPY",0,0,0,0,1
"1054","E57aCPW",0,0,0,0,1
"1055","E57aLXZ",0,0,0,0,1
"1056","E57aCNS",0,0,0,0,1
"1057","E57aBHN",0,0,0,0,1
"1058","E57aAFT",0,0,0,0,1
"1059","E57aBUX",0,0,0,0,1
"1060","E57aGPW",0,0,0,0,1
"1061","E57aCMO",0,0,0,0,1
"1062","E57aCIO",0,0,0,0,1
"1063","E57aKOX",0,0,0,0,1
"1064","E57aCPY",0,0,0,0,1
"1065","E57aGQU",0,0,0,0,1
"1066","E57aHPQ",0,0,0,0,1
"1067","E57aBOU",0,0,0,0,1
"1068","E57aBKT",0,0,0,0,1
"1069","E57aHJQ",0,0,0,0,1
"1070","E57aFHV",0,0,0,0,1
"1071","E57aDES",0,0,0,0,1
"1072","E57aELT",0,0,0,0,1
"1073","E57aNSU",0,0,0,0,1
"1074","E57aFKY",0,0,0,0,1
"1075","E57aJLZ",0,0,0,0,1
"1076","E57aCHN",0,0,0,0,1
"1077","E57aAGO",0,0,0,0,1
"1078","E57aFQS",0,0,0,0,1
"1079","E57aCRW",0,0,0,0,1
"1080","E57aRXY",0,0,0,0,1
"1081","E57aKVZ",0,0,0,0,1
"1082","E57aFGT",0,0,0,0,1
"1083","E57aKNO",0,0,0,0,1
"1084","E57aFGW",18,18,20,18,1
"1085","E57aFRW",0,3,4,8,1
"1086","E57aIJQ",0,0,0,0,1
"1087","E57aERW",0,0,0,0,1
"1088","E57aAFW",0,0,0,0,2
"1089","E57aBGK",0,0,0,0,1
"1090","E57aAJW",0,0,0,0,1
"1091","E57aDMN",0,0,0,0,1
"1092","E57aMOY",55,48,68,58,1
"1093","E57aANT",0,0,0,0,1
"1094","E57aBJN",0,0,0,0,1
"1095","E57aEUW",5,4,11,10,1
"1096","E57aTXZ",22,28,35,38,1
"1097","E57aCSX",6,6,7,3,1
"1098","E57aIVW",9,8,7,9,1
"1099","E57aSUZ",0,0,0,0,1
"1100","E57aILY",0,0,0,0,1
"1101","E57aJMQ",0,0,0,0,1
"1102","E57aCFJ",0,0,0,0,1
"1103","E57aAHJ",2,1,3,0,1
"1104","E57aACP",6,3,4,5,1
"1105","E57aJOT",5,2,5,15,1
"1106","E57aFGZ",0,0,2,0,1
"1107","E57aCQW",0,0,0,0,1
"1108","E57aBCK",0,0,0,0,1
"1109","E57aLQW",0,0,0,0,1
"1110","E57aLMX",0,0,0,0,1
"1111","E57aACN",0,0,0,0,1
"1112","E57aAKT",0,0,0,0,1.5
"1113","E57aFIM",0,0,0,0,2
"1114","E57aCEN",24,29,32,28,2
"1115","E57aBMV",17,18,24,20,2
"1116","E57aEGM",14,13,12,18,1.5
"1117","E57aAEY",39,49,54,31,1
"1118","E57aCNO",0,0,0,0,1
"1119","E57aCTU",18,13,23,14,1.5
"1120","E57aFGS",0,0,1,0,1
"1121","E57aAQZ",0,0,0,0,1
"1122","E57aMPQ",0,0,0,0,1
"1123","E57aCTY",0,0,2,1,1
"1124","E57aAPV",25,19,24,28,1
"1125","E57aBNZ",NA,NA,NA,NA,1
"1126","E57aAFM",182,142,181,173,1
"1127","E57aBDO",33,29,36,41,1
"1128","E57aBDE",0,0,0,0,1
"1129","E57aCPX",0,0,0,0,1
"1130","E57aHVY",12,8,9,15,2
"1131","E57aBRY",0,0,0,0,2
"1132","E57aIOR",0,0,0,0,1.5
"1133","E57aNTZ",0,0,0,0,1
"1134","E57aDMX",0,0,0,0,1
"1135","E57aCPQ",0,0,0,0,1
"1136","E57aNPZ",0,0,0,0,1
"1137","E57aCJR",0,0,0,0,1
"1138","E57aHLS",6,8,10,5,1
"1139","E57aBCF",0,0,0,0,1
"1140","E57aBDR",5,11,7,11,1
"1141","E57aBGH",35,30,38,35,1
"1142","E57aBDK",0,0,0,0,1
"1143","E57aMOR",0,0,0,0,1
"1144","E57aBET",0,0,0,0,1
"1145","E57aBHU",10,18,11,15,1
"1146","E57aFPX",0,0,0,0,1
"1147","E57aBGW",48,36,52,41,1
"1148","E57aFMN",0,0,0,0,1
"1149","E57aEMW",0,0,0,0,1
"1150","E57aQXZ",31,31,39,37,1
"1151","E57aADX",21,27,26,22,2
"1152","E57aMQS",NA,NA,NA,NA,1
"1153","E57aDTY",NA,NA,NA,NA,1
"1154","E57aMQR",NA,NA,NA,NA,1
"1155","E57aESV",NA,NA,NA,NA,1
"1156","E57aPTZ",NA,NA,NA,NA,1
"1157","E57aEKO",NA,NA,NA,NA,1
"1158","E57aMOV",NA,NA,NA,NA,1
"1159","E57aSUW",NA,NA,NA,NA,1
"1160","E57aENZ",NA,NA,NA,NA,1
"1161","E57aBCR",NA,NA,NA,NA,1
"1162","E57aCJS",NA,NA,NA,NA,1
"1163","E57aRSW",NA,NA,NA,NA,1
"1164","E57aINR",NA,NA,NA,NA,1
"1165","E57aBCJ",NA,NA,NA,NA,1
"1166","E57aNRX",NA,NA,NA,NA,1
"1167","E57aNWZ",NA,NA,NA,NA,1
"1168","E57aEQU",NA,NA,NA,NA,1
"1169","E57aMNP",NA,NA,NA,NA,1
"1170","E57aJOS",NA,NA,NA,NA,1
"1171","E57aCQT",NA,NA,NA,NA,1
"1172","E57aGHU",NA,NA,NA,NA,1
"1173","E57aGNQ",NA,NA,NA,NA,1
"1174","E57aTVX",NA,NA,NA,NA,1
"1175","E57aCJK",NA,NA,NA,NA,1
"1176","E57aGOP",NA,NA,NA,NA,1
"1177","E57aILQ",NA,NA,NA,NA,1
"1178","E57aERU",NA,NA,NA,NA,1
"1179","E57aFNU",NA,NA,NA,NA,1
"1180","E57aDIT",NA,NA,NA,NA,1
"1181","E57aFOZ",NA,NA,NA,NA,1
"1182","E57aBTY",NA,NA,NA,NA,1
"1183","E57aFPY",NA,NA,NA,NA,1
"1184","E57aGHT",NA,NA,NA,NA,1
"1185","E57aORX",NA,NA,NA,NA,1
"1186","E57aFLM",NA,NA,NA,NA,1
"1187","E57aGMN",NA,NA,NA,NA,1
"1188","E57aSVY",NA,NA,NA,NA,1
"1189","E57aOTY",NA,NA,NA,NA,1
"1190","E57aEFV",NA,NA,NA,NA,1
"1191","E57aALS",NA,NA,NA,NA,1
"1192","E57aDGN",NA,NA,NA,NA,1
"1193","E57aOTW",NA,NA,NA,NA,1
"1194","E57aPQV",NA,NA,NA,NA,1
"1195","E57aKOQ",NA,NA,NA,NA,1
"1196","E57aEMQ",NA,NA,NA,NA,1
"1197","E57aDUX",NA,NA,NA,NA,1
"1198","E57aBXY",NA,NA,NA,NA,1
"1199","E57aJMP",NA,NA,NA,NA,1
"1200","E57aMWY",NA,NA,NA,NA,1
"1201","E57aEKT",NA,NA,NA,NA,1
"1202","E57aDWX",NA,NA,NA,NA,1
"1203","E57aDRV",NA,NA,NA,NA,1
"1204","E57aCQX",NA,NA,NA,NA,1
"1205","E57aBCL",NA,NA,NA,NA,1
"1206","E57aOQR",NA,NA,NA,NA,1
"1207","E57aJVX",NA,NA,NA,NA,1
"1208","E57aRVW",NA,NA,NA,NA,1
"1209","E57aDSX",NA,NA,NA,NA,1
"1210","E57aFQV",NA,NA,NA,NA,1
"1211","E57aDEK",NA,NA,NA,NA,1
"1212","E57aFLQ",NA,NA,NA,NA,1
"1213","E57aHOS",NA,NA,NA,NA,1
"1214","E57aIMY",NA,NA,NA,NA,1
"1215","E57aRSZ",NA,NA,NA,NA,1
"1216","E57aALY",NA,NA,NA,NA,1
"1217","E57aBRZ",NA,NA,NA,NA,1
"1218","E57aAKO",NA,NA,NA,NA,1
"1219","E57aGLM",NA,NA,NA,NA,1
"1220","E57aCMW",NA,NA,NA,NA,1
"1221","E57aFVY",NA,NA,NA,NA,1
"1222","E57aDUZ",NA,NA,NA,NA,1
"1223","E57aADK",NA,NA,NA,NA,1
"1224","E57aOWX",NA,NA,NA,NA,1
"1225","E57aDEJ",NA,NA,NA,NA,1
"1226","E57aATW",NA,NA,NA,NA,1
"1227","E57aGMY",NA,NA,NA,NA,1
"1228","E57aGLZ",NA,NA,NA,NA,1
"1229","E57aCLV",NA,NA,NA,NA,1
"1230","E57aGLU",NA,NA,NA,NA,1
"1231","E57aCRU",NA,NA,NA,NA,1
"1232","E57aLUX",NA,NA,NA,NA,1
"1233","E57aCHT",NA,NA,NA,NA,1
"1234","E57aKTV",NA,NA,NA,NA,1
"1235","E57aTVZ",NA,NA,NA,NA,1
"1236","E57aNSX",NA,NA,NA,NA,1
"1237","E57aGPZ",NA,NA,NA,NA,1
"1238","E57aDPQ",NA,NA,NA,NA,1
"1239","E57aITZ",NA,NA,NA,NA,1
"1240","E57aEJR",NA,NA,NA,NA,1
"1241","E57aBCU",NA,NA,NA,NA,1
"1242","E57aJTZ",NA,NA,NA,NA,1
"1243","E57aCEU",NA,NA,NA,NA,1
"1244","E57aCNY",NA,NA,NA,NA,1
"1245","E57aEMU",NA,NA,NA,NA,1
"1246","E57aTUZ",NA,NA,NA,NA,1
"1247","E57aFKX",NA,NA,NA,NA,1
"1248","E57aCRZ",NA,NA,NA,NA,1
"1249","E57aEXY",NA,NA,NA,NA,1
"1250","E57aIKU",NA,NA,NA,NA,1
"1251","E57aJOR",NA,NA,NA,NA,1
"1252","E57aHKQ",NA,NA,NA,NA,1
"1253","E57aJMN",NA,NA,NA,NA,1
"1254","E57aEOS",NA,NA,NA,NA,1
"1255","E57aDLY",NA,NA,NA,NA,1
"1256","E57aAEK",NA,NA,NA,NA,1
"1257","E57aBMQ",NA,NA,NA,NA,1
"1258","E57aEVX",NA,NA,NA,NA,1
"1259","E57aHSX",NA,NA,NA,NA,1
"1260","E57aHRX",NA,NA,NA,NA,1
"1261","E57aGKW",NA,NA,NA,NA,1
"1262","E57aOUZ",NA,NA,NA,NA,1
"1263","E57aNTW",NA,NA,NA,NA,1
"1264","E57aJRU",NA,NA,NA,NA,1
"1265","E57aCLY",NA,NA,NA,NA,1
"1266","E57aBJL",NA,NA,NA,NA,1
"1267","E57aHUY",NA,NA,NA,NA,1
"1268","E57aMQT",NA,NA,NA,NA,1
"1269","E57aIRX",NA,NA,NA,NA,1
"1270","E57aBOR",NA,NA,NA,NA,1
"1271","E57aCLN",NA,NA,NA,NA,1
"1272","E57aETU",NA,NA,NA,NA,1
"1273","E57aIPY",NA,NA,NA,NA,1
"1274","E57aCDE",NA,NA,NA,NA,1
"1275","E57aNQS",NA,NA,NA,NA,1
"1276","E57aFKW",NA,NA,NA,NA,1
"1277","E57aDOV",NA,NA,NA,NA,1
"1278","E57aEKR",NA,NA,NA,NA,1
"1279","E57aBNR",NA,NA,NA,NA,1
"1280","E57aIVX",NA,NA,NA,NA,1
"1281","E57aFKO",NA,NA,NA,NA,1
"1282","E57aEIP",NA,NA,NA,NA,1
"1283","E57aGVZ",NA,NA,NA,NA,1
"1284","E57aFOW",NA,NA,NA,NA,1
"1285","E57aFKM",NA,NA,NA,NA,1
"1286","E57aOTV",NA,NA,NA,NA,1
"1287","E57aCFG",NA,NA,NA,NA,1
"1288","E57aCGY",NA,NA,NA,NA,1
"1289","E57aAIO",NA,NA,NA,NA,1
"1290","E57aAPX",NA,NA,NA,NA,1
"1291","E57aILR",NA,NA,NA,NA,1
"1292","E57aAEF",NA,NA,NA,NA,1
"1293","E57aFIW",NA,NA,NA,NA,1
"1294","E57aFOX",NA,NA,NA,NA,1
"1295","E57aIOV",NA,NA,NA,NA,1
"1296","E57aIUY",NA,NA,NA,NA,1
"1297","E57aHQY",NA,NA,NA,NA,1
"1298","E57aOUW",NA,NA,NA,NA,1
"1299","E57aHTY",NA,NA,NA,NA,1
"1300","E57aCFO",NA,NA,NA,NA,1
"1301","E57aADQ",NA,NA,NA,NA,1
"1302","E57aPRZ",NA,NA,NA,NA,1
"1303","E57aABJ",NA,NA,NA,NA,1
"1304","E57aCEV",NA,NA,NA,NA,1
"1305","E57aAOQ",NA,NA,NA,NA,1
"1306","E57aACQ",NA,NA,NA,NA,1
"1307","E57aEPS",NA,NA,NA,NA,1
"1308","E57aDEI",NA,NA,NA,NA,1
"1309","E57aDGM",NA,NA,NA,NA,1
"1310","E57aAGM",NA,NA,NA,NA,1
"1311","E57aFMY",NA,NA,NA,NA,1
"1312","E57aELY",NA,NA,NA,NA,1
"1313","E57aHQU",NA,NA,NA,NA,1
