"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"2736","LM0411","E11aCJK","E11",16.3,15.9,102.51572327044,1.15,10,"primary"
"2737","LM0411","E11aCDM","E11",13.85,15.9,87.1069182389937,1.65,5,"primary"
"2738","LM0411","E11aGWX","E11",14.8,15.9,93.0817610062893,0.67,1,"primary"
"2739","LM0411","E11aJSX","E11",15.25,15.9,95.9119496855346,1.38,6,"primary"
"2740","LM0411","E11aCQZ","E11",15.82,15.9,99.496855345912,1.22,11,"primary"
"2741","LM0411","E11aJWZ","E11",13.68,15.9,86.0377358490566,1.41,4,"primary"
"2742","LM0411","E11aADR","E11",16.25,15.9,102.201257861635,1.79,9,"primary"
"2743","LM0411","E11aLOP","E11",14.86,15.9,93.4591194968553,1.36,2,"primary"
"2744","LM0411","E11aILW","E11",15.49,15.9,97.4213836477987,1.42,7,"primary"
"2745","LM0411","E11aBKP","E11",16.03,15.9,100.817610062893,1.3,8,"primary"
"2746","LM0411","E11aBRZ","E11",15.54,15.9,97.7358490566038,0.84,3,"primary"
"2747","LM0412","E11aJMP","E11",23.37,23.57,99.1514637250743,1.71,1,"primary"
"2748","LM0412","E11aLPY","E11",24.44,23.57,103.691132795927,1.37,6,"primary"
"2749","LM0412","E11aAOV","E11",23.63,23.57,100.254560882478,1.31,11,"primary"
"2750","LM0412","E11aIVX","E11",23.66,23.57,100.381841323717,2.09,4,"primary"
"2751","LM0412","E11aCMU","E11",23.87,23.57,101.272804412389,1.3,9,"primary"
"2752","LM0412","E11aBMS","E11",23.75,23.57,100.763682647433,1,10,"primary"
"2753","LM0412","E11aAJO","E11",23.64,23.57,100.296987696224,1.53,2,"primary"
"2754","LM0412","E11aAPV","E11",24.23,23.57,102.800169707255,1.5,7,"primary"
"2755","LM0412","E11aKQW","E11",24.2,23.57,102.672889266016,1,5,"primary"
"2756","LM0412","E11aRTX","E11",23.13,23.57,98.1332201951633,1.22,3,"primary"
"2757","LM0412","E11aQRY","E11",23.92,23.57,101.48493848112,1.58,8,"primary"
"2758","LM0413","E11aARX","E11",20.78,21.88,94.9725776965265,1.25,1,"primary"
"2759","LM0413","E11aBRT","E11",19.94,21.88,91.1334552102377,1.1,6,"primary"
"2760","LM0413","E11aDHN","E11",20.68,21.88,94.5155393053016,1.17,11,"primary"
"2761","LM0413","E11aDHJ","E11",21.24,21.88,97.0749542961609,1.51,4,"primary"
"2762","LM0413","E11aEHI","E11",20.96,21.88,95.7952468007313,1.66,9,"primary"
"2763","LM0413","E11aHLW","E11",21.11,21.88,96.4808043875686,0.93,10,"primary"
"2764","LM0413","E11aCEO","E11",21.13,21.88,96.5722120658135,1.39,2,"primary"
"2765","LM0413","E11aFVX","E11",20.81,21.88,95.109689213894,1.35,7,"primary"
"2766","LM0413","E11aGVW","E11",20.1,21.88,91.8647166361975,1.38,5,"primary"
"2767","LM0413","E11aLQS","E11",21.84,21.88,99.8171846435101,2.95,3,"primary"
"2768","LM0413","E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,8,"primary"
"2769","LM0414","E11aGRW","E11",NA,17.97,NA,NA,9,"primary"
"2770","LM0414","E11aJRU","E11",NA,17.97,NA,NA,10,"primary"
"2771","LM0414","E11aKYZ","E11",12.92,17.97,71.8976071229828,0.09,8,"primary"
"2772","LM0414","E11aDHT","E11",17.51,17.97,97.4401780745687,0.76,1,"primary"
"2773","LM0414","E11aALV","E11",16.64,17.97,92.59877573734,0.89,6,"primary"
"2774","LM0414","E11aKLR","E11",NA,17.97,NA,NA,11,"primary"
"2775","LM0414","E11aQSY","E11",17.01,17.97,94.6577629382304,2.18,4,"primary"
"2776","LM0414","E11aJLN","E11",16.62,17.97,92.4874791318865,1.9,5,"primary"
"2777","LM0414","E11aFNU","E11",16.76,17.97,93.2665553700612,1.01,2,"primary"
"2778","LM0414","E11aALX","E11",14.97,17.97,83.30550918197,0.52,7,"primary"
"2779","LM0414","E11aMWY","E11",17.21,17.97,95.7707289927657,0.8,3,"primary"
"2780","LM0415","E11aELT","E11",21.01,20.99,100.095283468318,0.97,10,"primary"
"2781","LM0415","E11aGPU","E11",21.42,20.99,102.048594568842,0.91,11,"primary"
"2782","LM0415","E11aBPX","E11",21.04,20.99,100.238208670796,1.43,4,"primary"
"2783","LM0415","E11aKQR","E11",21.08,20.99,100.428775607432,1.3,9,"primary"
"2784","LM0415","E11aFVZ","E11",20.92,20.99,99.6665078608862,1.72,6,"primary"
"2785","LM0415","E11aDFT","E11",20.5,20.99,97.665555026203,1,2,"primary"
"2786","LM0415","E11aQSZ","E11",20.8,20.99,99.0948070509767,1.33,7,"primary"
"2787","LM0415","E11aDUV","E11",20.49,20.99,97.6179132920438,1.11,5,"primary"
"2788","LM0415","E11aAEO","E11",20.78,20.99,98.9995235826584,1.29,1,"primary"
"2789","LM0415","E11aDGN","E11",20.5,20.99,97.665555026203,1.09,3,"primary"
"2790","LM0415","E11aAHU","E11",20.83,20.99,99.237732253454,1.16,8,"primary"
"2791","LM0416","E11aQRV","E11",10.79,13.45,80.2230483271375,0.3,10,"primary"
"2792","LM0416","E11aAMT","E11",13.01,13.45,96.728624535316,0.72,5,"primary"
"2793","LM0416","E11aAHJ","E11",13.91,13.45,103.420074349442,0.74,1,"primary"
"2794","LM0416","E11aFMZ","E11",12.47,13.45,92.7137546468402,0.49,6,"primary"
"2795","LM0416","E11aBQU","E11",NA,13.45,NA,NA,11,"primary"
"2796","LM0416","E11aBDI","E11",12.93,13.45,96.1338289962825,1.16,4,"primary"
"2797","LM0416","E11aSUY","E11",11.4,13.45,84.7583643122677,0.82,9,"primary"
"2798","LM0416","E11aCNW","E11",15.67,13.45,116.505576208178,1.12,2,"primary"
"2799","LM0416","E11aNPS","E11",12.5,13.45,92.9368029739777,0.69,7,"primary"
"2800","LM0416","E11aHKY","E11",11.63,13.45,86.4684014869889,0.6,8,"primary"
"2801","LM0416","E11aAIY","E11",13.31,13.45,98.9591078066915,0.83,3,"primary"
"2802","LM0417","E11aCNO","E11",23.59,23.38,100.898203592814,2.54,9,"primary"
"2803","LM0417","E11aAVY","E11",22.34,23.38,95.551753635586,1.01,5,"primary"
"2804","LM0417","E11aJNO","E11",23.23,25.38,91.5287628053586,1.54,10,"primary"
"2805","LM0417","E11aNPT","E11",23.28,23.38,99.5722840034217,2.03,7,"primary"
"2806","LM0417","E11aRVX","E11",23.9,23.38,102.224123182207,1.83,8,"primary"
"2807","LM0417","E11aNVZ","E11",23.95,23.38,102.437981180496,1.34,1,"primary"
"2808","LM0417","E11aEWZ","E11",22.13,23.38,94.6535500427716,1.15,6,"primary"
"2809","LM0417","E11aCHS","E11",23.5,25.38,92.5925925925926,1.68,11,"primary"
"2810","LM0417","E11aCDZ","E11",23.3,23.38,99.6578272027374,1.17,4,"primary"
"2811","LM0417","E11aIJZ","E11",24.43,23.38,104.491017964072,1.5,2,"primary"
"2812","LM0417","E11aIVW","E11",24.01,23.38,102.694610778443,0.97,3,"primary"
"2813","LM0418","E11aCOX","E11",NA,20.59,NA,NA,9,"primary"
"2814","LM0418","E11aDJQ","E11",19.59,20.59,95.1432734337057,1.25,4,"primary"
"2815","LM0418","E11aAJQ","E11",18.81,20.59,91.3550267119961,1.06,5,"primary"
"2816","LM0418","E11aDJV","E11",NA,20.59,NA,NA,10,"primary"
"2817","LM0418","E11aBJL","E11",19.58,20.59,95.0947061680427,0.87,3,"primary"
"2818","LM0418","E11aKPW","E11",15.49,20.59,75.230694511899,0.34,8,"primary"
"2819","LM0418","E11aCDF","E11",20.09,20.59,97.5716367168528,0.68,1,"primary"
"2820","LM0418","E11aEQZ","E11",18.36,20.59,89.1694997571637,0.73,6,"primary"
"2821","LM0418","E11aFOQ","E11",NA,20.59,NA,NA,11,"primary"
"2822","LM0418","E11aGIW","E11",17.5,20.59,84.9927149101505,0.57,7,"primary"
"2823","LM0418","E11aHKN","E11",19.8,20.59,96.1631860126275,0.7,2,"primary"
"2824","LM0419","E11aNQZ","E11",21.29,21.31,99.9061473486626,1.1,4,"primary"
"2825","LM0419","E11aJLU","E11",17.5,21.31,82.1210699202253,0.57,9,"primary"
"2826","LM0419","E11aCEY","E11",NA,21.31,NA,NA,11,"primary"
"2827","LM0419","E11aEIU","E11",18.97,21.31,89.0192397935242,0.81,7,"primary"
"2828","LM0419","E11aACR","E11",20.29,21.31,95.2135147817926,0.67,5,"primary"
"2829","LM0419","E11aBEJ","E11",NA,21.31,NA,NA,10,"primary"
"2830","LM0419","E11aKRW","E11",19.89,21.31,93.3364617550446,0.88,6,"primary"
"2831","LM0419","E11aAKL","E11",22.1,21.31,103.707179727827,1.16,3,"primary"
"2832","LM0419","E11aCUV","E11",17.48,21.31,82.0272172688879,0.56,8,"primary"
"2833","LM0419","E11aFOX","E11",21.95,21.31,103.003284842797,1.07,1,"primary"
"2834","LM0419","E11aCDW","E11",22.08,21.31,103.61332707649,0.95,2,"primary"
"2835","LM0420","E11aACM","E11",14.98,19.87,75.3900352289884,0.5,10,"primary"
"2836","LM0420","E11aDFU","E11",16.33,19.87,82.1841972823352,1.21,11,"primary"
"2837","LM0420","E11aBMP","E11",17.7,18.05,98.0609418282548,1.13,4,"primary"
"2838","LM0420","E11aABO","E11",16.6,19.87,83.5430296930045,0.61,9,"primary"
"2839","LM0420","E11aBGZ","E11",17.29,18.05,95.7894736842105,0.76,6,"primary"
"2840","LM0420","E11aEKP","E11",18.09,18.05,100.221606648199,0.43,2,"primary"
"2841","LM0420","E11aBEY","E11",17,18.05,94.1828254847646,0.88,7,"primary"
"2842","LM0420","E11aCPQ","E11",17.64,18.05,97.7285318559557,1.3,5,"primary"
"2843","LM0420","E11aERT","E11",18.02,18.05,99.8337950138504,0.45,1,"primary"
"2844","LM0420","E11aGUZ","E11",18.04,18.05,99.9445983379501,0.93,3,"primary"
"2845","LM0420","E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,8,"primary"
"2846","LM0421","E11aCNR","E11",17.09,16.71,102.274087372831,1.84,9,"primary"
"2847","LM0421","E11aHKX","E11",17.41,16.71,104.189108318372,2.06,10,"primary"
"2848","LM0421","E11aLWX","E11",17.22,16.71,103.052064631957,1.39,8,"primary"
"2849","LM0421","E11aAXY","E11",17.88,16.71,107.001795332136,1.48,1,"primary"
"2850","LM0421","E11aNQX","E11",17.35,16.71,103.830041891083,1.34,6,"primary"
"2851","LM0421","E11aDMX","E11",17.35,16.71,103.830041891083,1.56,11,"primary"
"2852","LM0421","E11aEHQ","E11",17.26,16.71,103.29144225015,1.24,4,"primary"
"2853","LM0421","E11aJLO","E11",17.39,16.71,104.069419509276,0.86,5,"primary"
"2854","LM0421","E11aJOX","E11",17.74,16.71,106.163973668462,0.94,2,"primary"
"2855","LM0421","E11aFIT","E11",17.1,16.71,102.333931777379,1.18,7,"primary"
"2856","LM0421","E11aFGZ","E11",17.62,16.71,105.445840813884,1.31,3,"primary"
"2857","LM0422","E11aKSU","E11",13.27,14.43,91.961191961192,1.11,4,"primary"
"2858","LM0422","E11aFHO","E11",13.88,14.43,96.1884961884962,2.08,9,"primary"
"2859","LM0422","E11aENX","E11",13.31,14.43,92.2383922383922,1.55,7,"primary"
"2860","LM0422","E11aBCF","E11",12.45,14.43,86.2785862785863,1.26,5,"primary"
"2861","LM0422","E11aLTW","E11",14.07,14.43,97.5051975051975,1.44,10,"primary"
"2862","LM0422","E11aEUX","E11",13.82,14.43,95.7726957726958,0.78,2,"primary"
"2863","LM0422","E11aBCV","E11",13.74,14.43,95.2182952182952,0.95,3,"primary"
"2864","LM0422","E11aCLO","E11",13.25,14.43,91.8225918225918,1.23,8,"primary"
"2865","LM0422","E11aEHL","E11",13.81,14.43,95.7033957033957,0.85,1,"primary"
"2866","LM0422","E11aCDE","E11",12.93,14.43,89.6049896049896,1.23,6,"primary"
"2867","LM0422","E11aEJT","E11",14,14.43,97.020097020097,1.65,11,"primary"
"2868","LM0423","E11aNTU","E11",NA,14.77,NA,NA,10,"primary"
"2869","LM0423","E11aIOY","E11",14.13,14.77,95.6668923493568,1.13,5,"primary"
"2870","LM0423","E11aEPT","E11",14.56,14.77,98.5781990521327,1.12,1,"primary"
"2871","LM0423","E11aCKR","E11",13.68,14.77,92.6201760324983,1.52,6,"primary"
"2872","LM0423","E11aCEU","E11",NA,14.77,NA,NA,11,"primary"
"2873","LM0423","E11aDIN","E11",14.48,14.77,98.0365605958023,1.07,4,"primary"
"2874","LM0423","E11aCFX","E11",NA,14.77,NA,NA,9,"primary"
"2875","LM0423","E11aBVY","E11",14.76,14.77,99.9322951929587,1.35,2,"primary"
"2876","LM0423","E11aFOW","E11",13.09,14.77,88.6255924170616,0.78,7,"primary"
"2877","LM0423","E11aIOW","E11",11.11,14.77,75.2200406228842,0.15,8,"primary"
"2878","LM0423","E11aCDY","E11",14.81,14.77,100.270819228165,0.84,3,"primary"
"2879","LM0424","E11aEHT","E11",14.9,16.11,92.4891371818746,148,9,"primary"
"2880","LM0424","E11aKRX","E11",14.61,16.11,90.6890130353817,1.36,10,"primary"
"2881","LM0424","E11aOWZ","E11",14.49,16.11,89.9441340782123,1.24,8,"primary"
"2882","LM0424","E11aLWY","E11",16.16,16.11,100.310366232154,0.87,1,"primary"
"2883","LM0424","E11aJOR","E11",13.25,16.11,82.2470515207946,1.18,6,"primary"
"2884","LM0424","E11aIJR","E11",14.5,16.11,90.0062073246431,2.04,11,"primary"
"2885","LM0424","E11aEOW","E11",14.43,16.11,89.5716945996276,1.21,4,"primary"
"2886","LM0424","E11aJLT","E11",14.01,16.11,86.9646182495345,0.91,5,"primary"
"2887","LM0424","E11aBMW","E11",16.15,16.11,100.248292985723,0.93,2,"primary"
"2888","LM0424","E11aEIW","E11",14.08,16.11,87.39913097455,1.61,7,"primary"
"2889","LM0424","E11aAFR","E11",15.55,16.11,96.5238981998759,0.98,3,"primary"
"2890","LM0425","E11aKQS","E11",15.94,16.13,98.8220706757594,2.54,9,"primary"
"2891","LM0425","E11aADT","E11",15.64,16.13,96.9621822690639,1.14,5,"primary"
"2892","LM0425","E11aFMY","E11",15.95,16.13,98.8840669559827,1.83,10,"primary"
"2893","LM0425","E11aIJT","E11",15.6,16.13,96.7141971481711,2.05,7,"primary"
"2894","LM0425","E11aAGO","E11",16.05,16.13,99.5040297582145,1.24,8,"primary"
"2895","LM0425","E11aBCJ","E11",16.25,16.13,100.743955362678,1.28,1,"primary"
"2896","LM0425","E11aHRZ","E11",15.73,16.13,97.5201487910725,1.3,6,"primary"
"2897","LM0425","E11aDOS","E11",16.22,16.13,100.557966522009,1.89,11,"primary"
"2898","LM0425","E11aDHQ","E11",15.4,16.13,95.4742715437074,1.76,4,"primary"
"2899","LM0425","E11aBDG","E11",15.6,16.13,96.7141971481711,1.69,2,"primary"
"2900","LM0425","E11aGHV","E11",15.87,16.13,98.3880967141971,0.88,3,"primary"
"2901","LM0426","E11aNOR","E11",20.01,24.21,82.6517967781908,1.25,9,"primary"
"2902","LM0426","E11aHUW","E11",22.01,24.21,90.9128459314333,0.89,5,"primary"
"2903","LM0426","E11aDWX","E11",20.01,24.21,82.6517967781908,1.14,10,"primary"
"2904","LM0426","E11aBIZ","E11",20.8,24.21,85.9149111937216,0.98,7,"primary"
"2905","LM0426","E11aLUV","E11",19.98,24.21,82.5278810408922,1.06,8,"primary"
"2906","LM0426","E11aDPY","E11",24.44,24.21,100.950020652623,0.39,1,"primary"
"2907","LM0426","E11aCEH","E11",21.14,24.21,87.3192895497728,1.46,6,"primary"
"2908","LM0426","E11aDRS","E11",20.9,24.21,86.3279636513837,1.74,11,"primary"
"2909","LM0426","E11aELR","E11",22.77,24.21,94.0520446096654,1.08,4,"primary"
"2910","LM0426","E11aHRU","E11",23.77,24.21,98.1825691862867,0.4,2,"primary"
"2911","LM0426","E11aANT","E11",23.2,24.21,95.8281701776125,1.22,3,"primary"
"2912","LM0427","E11aBDP","E11",12.02,14.5,82.8965517241379,0.46,9,"primary"
"2913","LM0427","E11aFWY","E11",14.21,14.5,98,1.41,4,"primary"
"2914","LM0427","E11aAFW","E11",14.14,14.5,97.5172413793104,1.09,5,"primary"
"2915","LM0427","E11aFGU","E11",11.59,15.23,76.0998030203546,0.25,10,"primary"
"2916","LM0427","E11aAMR","E11",14.76,14.5,101.793103448276,0.99,3,"primary"
"2917","LM0427","E11aJOT","E11",12.72,14.5,87.7241379310345,0.61,8,"primary"
"2918","LM0427","E11aKLX","E11",14.37,14.5,99.1034482758621,0.59,1,"primary"
"2919","LM0427","E11aDJZ","E11",14.15,14.5,97.5862068965517,0.86,6,"primary"
"2920","LM0427","E11aALP","E11",NA,15.23,NA,NA,11,"primary"
"2921","LM0427","E11aMNT","E11",14.16,14.5,97.6551724137931,1.11,7,"primary"
"2922","LM0427","E11aBQT","E11",14.72,14.5,101.51724137931,0.88,2,"primary"
"2923","LM0428","E11aDQZ","E11",19.54,23.42,83.4329632792485,0.45,9,"primary"
"2924","LM0428","E11aKPQ","E11",20.4,21.42,95.2380952380952,0.92,5,"primary"
"2925","LM0428","E11aAJL","E11",19.09,23.42,81.5115286080273,0.81,10,"primary"
"2926","LM0428","E11aBHX","E11",19.82,21.42,92.5303454715219,1.05,7,"primary"
"2927","LM0428","E11aDFJ","E11",18.87,21.42,88.0952380952381,0.5,8,"primary"
"2928","LM0428","E11aDOQ","E11",21.44,21.42,100.093370681606,0.47,1,"primary"
"2929","LM0428","E11aBIO","E11",20.26,21.42,94.5845004668534,0.89,6,"primary"
"2930","LM0428","E11aNPW","E11",19.5,23.42,83.2621690862511,0.98,11,"primary"
"2931","LM0428","E11aAMS","E11",21.68,21.42,101.213818860878,0.96,4,"primary"
"2932","LM0428","E11aGMS","E11",21.56,21.42,100.653594771242,0.46,2,"primary"
"2933","LM0428","E11aAIV","E11",20.88,21.42,97.4789915966386,1.18,3,"primary"
"2934","LM0429","E11aBQZ","E11",16.59,17.18,96.5657741559953,0.59,4,"primary"
"2935","LM0429","E11aACT","E11",14.2,17.18,82.6542491268917,0.57,9,"primary"
"2936","LM0429","E11aJPX","E11",15.47,17.18,90.046565774156,0.83,7,"primary"
"2937","LM0429","E11aMNO","E11",15.85,17.18,92.2584400465658,0.84,5,"primary"
"2938","LM0429","E11aJRZ","E11",13.51,17.18,78.6379511059371,0.63,10,"primary"
"2939","LM0429","E11aDKV","E11",17.02,17.18,99.0686845168801,0.61,2,"primary"
"2940","LM0429","E11aJPQ","E11",16.62,17.18,96.7403958090803,0.73,3,"primary"
"2941","LM0429","E11aHIM","E11",14.28,17.18,83.1199068684517,0.36,8,"primary"
"2942","LM0429","E11aBLT","E11",17.26,17.18,100.46565774156,0.74,1,"primary"
"2943","LM0429","E11aCPT","E11",15.4,17.18,89.639115250291,0.8,6,"primary"
"2944","LM0429","E11aJUZ","E11",14.13,17.18,82.2467986030268,0.92,11,"primary"
"2945","LM0430","E11aDFY","E11",25.74,26.25,98.0571428571428,1.83,4,"primary"
"2946","LM0430","E11aHJU","E11",25.7,26.25,97.9047619047619,1.19,9,"primary"
"2947","LM0430","E11aBFS","E11",24.55,26.25,93.5238095238095,1.65,7,"primary"
"2948","LM0430","E11aHLQ","E11",26.06,26.25,99.2761904761905,1.01,5,"primary"
"2949","LM0430","E11aABU","E11",24.86,26.25,94.7047619047619,1.08,10,"primary"
"2950","LM0430","E11aRUY","E11",25.82,26.25,98.3619047619048,1.06,2,"primary"
"2951","LM0430","E11aCSX","E11",25.56,26.25,97.3714285714286,1.36,3,"primary"
"2952","LM0430","E11aOTW","E11",24.39,26.25,92.9142857142857,1.7,8,"primary"
"2953","LM0430","E11aDHU","E11",26.31,26.25,100.228571428571,0.85,1,"primary"
"2954","LM0430","E11aLNT","E11",24.13,26.25,91.9238095238095,1.28,6,"primary"
"2955","LM0430","E11aALR","E11",24.9,26.25,94.8571428571428,1.67,11,"primary"
"2956","LM0431","E11aFRU","E11",17.45,18.85,92.5729442970822,0.95,4,"primary"
"2957","LM0431","E11aHMV","E11",18.48,18.85,98.0371352785146,1.58,9,"primary"
"2958","LM0431","E11aAOP","E11",17.98,18.85,95.3846153846154,2.19,11,"primary"
"2959","LM0431","E11aMUX","E11",17.9,18.85,94.9602122015915,1.13,7,"primary"
"2960","LM0431","E11aTUW","E11",16.51,18.85,87.5862068965517,1.17,5,"primary"
"2961","LM0431","E11aSTU","E11",18.18,18.85,96.4456233421751,1.52,10,"primary"
"2962","LM0431","E11aKQX","E11",17.35,18.85,92.0424403183024,0.9,6,"primary"
"2963","LM0431","E11aKQY","E11",18.1,18.85,96.0212201591512,1.53,3,"primary"
"2964","LM0431","E11aAHQ","E11",18.22,18.85,96.657824933687,1.28,8,"primary"
"2965","LM0431","E11aBGU","E11",18.26,18.85,96.8700265251989,1.3,1,"primary"
"2966","LM0431","E11aELP","E11",18.09,18.85,95.9681697612732,1.37,2,"primary"
"2967","LM0400","E11bCES","E11",18.05,18.05,100,1.17,1,"challenge"
"2968","LM0400","E11bIJQ","E11",18.36,18.05,101.717451523546,NA,8,"challenge"
"2969","LM0400","E11bCKM","E11",17.5,18.05,96.9529085872576,2.33,3,"challenge"
"2970","LM0400","E11bBNQ","E11",17.2,18.05,95.2908587257618,1.23,4,"challenge"
"2971","LM0400","E11bNOS","E11",17.56,18.05,97.2853185595568,1.29,5,"challenge"
"2972","LM0400","E11bIUY","E11",18.8,18.05,104.15512465374,1.63,7,"challenge"
"2973","LM0400","E11bAMQ","E11",17.98,18.05,99.612188365651,1.65,2,"challenge"
"2974","LM0400","E11bHKZ","E11",18.86,18.05,104.487534626039,2.26,6,"challenge"
"2975","LM0401","E11bDRS","E11",19.15,18.68,102.516059957173,1.18,3,"challenge"
"2976","LM0401","E11bAHY","E11",18.28,18.68,97.8586723768737,NA,8,"challenge"
"2977","LM0401","E11bHPT","E11",19.15,18.68,102.516059957173,1.72,2,"challenge"
"2978","LM0401","E11bLTV","E11",18.43,18.68,98.661670235546,1.19,5,"challenge"
"2979","LM0401","E11bEGJ","E11",18.23,18.68,97.5910064239829,1.36,7,"challenge"
"2980","LM0401","E11bJSX","E11",18.68,18.68,100,1.4,1,"challenge"
"2981","LM0401","E11bBJO","E11",19.3,18.68,103.319057815846,1.11,4,"challenge"
"2982","LM0401","E11bAPZ","E11",18.63,18.68,99.7323340471092,1.49,6,"challenge"
"2983","LM0402","E11bMPQ","E11",18.44,20.23,91.1517548195749,1.17,4,"challenge"
"2984","LM0402","E11bDLP","E11",17.35,20.23,85.7637172516065,NA,8,"challenge"
"2985","LM0402","E11bDIP","E11",20.87,20.23,103.163618388532,1.07,3,"challenge"
"2986","LM0402","E11bHQT","E11",16.93,20.23,83.6875926841325,0.98,7,"challenge"
"2987","LM0402","E11bBHQ","E11",20.56,20.23,101.631240731587,1.34,2,"challenge"
"2988","LM0402","E11bGQU","E11",17.34,20.23,85.7142857142857,0.73,5,"challenge"
"2989","LM0402","E11bCFI","E11",20.23,20.23,100,1.42,1,"challenge"
"2990","LM0402","E11bIMR","E11",17.45,20.23,86.2580326248146,0.61,6,"challenge"
"2991","LM0404","E11bADM","E11",17.06,18.15,93.9944903581267,1.1,3,"challenge"
"2992","LM0404","E11bFKQ","E11",17.06,18.15,93.9944903581267,1.11,4,"challenge"
"2993","LM0404","E11bBSZ","E11",17.81,18.15,98.1267217630854,NA,8,"challenge"
"2994","LM0404","E11bIVZ","E11",17.3,18.15,95.3168044077135,1.07,2,"challenge"
"2995","LM0404","E11bLQT","E11",16.02,18.15,88.2644628099174,1.51,5,"challenge"
"2996","LM0404","E11bACW","E11",28.15,28.15,100,1.19,1,"challenge"
"2997","LM0404","E11bGIP","E11",17.14,18.15,94.435261707989,1.6,7,"challenge"
"2998","LM0404","E11bAQT","E11",16.43,18.15,90.5234159779614,1.61,6,"challenge"
"2999","LM0406","E11bJPW","E11",18.74,18.7,100.213903743316,1.28,2,"challenge"
"3000","LM0406","E11bNTX","E11",18.7,18.7,100,1.68,1,"challenge"
"3001","LM0406","E11bJVY","E11",NA,18.7,NA,NA,8,"challenge"
"3002","LM0406","E11bEGI","E11",19.24,18.7,102.887700534759,1.21,3,"challenge"
"3003","LM0406","E11bGOQ","E11",18.49,18.7,98.8770053475936,1.63,4,"challenge"
"3004","LM0406","E11bIXY","E11",18.31,18.7,97.9144385026738,1.35,5,"challenge"
"3005","LM0406","E11bDMR","E11",14.4,18.7,77.0053475935829,0.61,7,"challenge"
"3006","LM0406","E11bBER","E11",17.99,18.7,96.2032085561497,1.08,6,"challenge"
"3007","LM0407","E11bAOS","E11",24.89,25.05,99.3612774451098,NA,8,"challenge"
"3008","LM0407","E11bLWX","E11",24.2,25.05,96.6067864271457,1.75,3,"challenge"
"3009","LM0407","E11bDOP","E11",23.54,25.05,93.9720558882236,2.12,4,"challenge"
"3010","LM0407","E11bBDE","E11",23.05,25.05,92.0159680638723,1.63,6,"challenge"
"3011","LM0407","E11bKSX","E11",24.96,25.05,99.6407185628743,1.6,2,"challenge"
"3012","LM0407","E11bJKO","E11",23.59,25.05,94.1716566866267,2.36,5,"challenge"
"3013","LM0407","E11bISU","E11",25.05,25.05,100,2.24,1,"challenge"
"3014","LM0407","E11bINO","E11",24.35,25.05,97.2055888223553,1.8,7,"challenge"
"3015","LM0408","E11bKMS","E11",15.74,16.4,95.9756097560976,0.83,2,"challenge"
"3016","LM0408","E11bINQ","E11",12.76,16.4,77.8048780487805,NA,8,"challenge"
"3017","LM0408","E11bJNW","E11",15.3,16.4,93.2926829268293,0.81,4,"challenge"
"3018","LM0408","E11bBIV","E11",14.27,16.4,87.0121951219512,0.7,7,"challenge"
"3019","LM0408","E11bERW","E11",15.84,16.4,96.5853658536586,0.95,3,"challenge"
"3020","LM0408","E11bELX","E11",15.48,16.4,94.390243902439,1.01,5,"challenge"
"3021","LM0408","E11bGJS","E11",15.07,16.4,91.890243902439,0.71,6,"challenge"
"3022","LM0408","E11bEFN","E11",16.4,16.4,100,0.59,1,"challenge"
"3023","LM0410","E11bBOZ","E11",17.27,17.01,101.528512639624,1.84,3,"challenge"
"3024","LM0410","E11bJMZ","E11",15.14,17.01,89.0064667842445,0.62,5,"challenge"
"3025","LM0410","E11bOTY","E11",17.93,17.01,105.408583186361,NA,8,"challenge"
"3026","LM0410","E11bHKO","E11",17.52,17.01,102.99823633157,1.08,2,"challenge"
"3027","LM0410","E11bHKX","E11",16.14,17.01,94.8853615520282,2.16,4,"challenge"
"3028","LM0410","E11bGWX","E11",16.63,17.01,97.7660199882422,1.62,7,"challenge"
"3029","LM0410","E11bITU","E11",17.01,17.01,100,2.66,1,"challenge"
"3030","LM0410","E11bCKL","E11",15.77,17.01,92.7101704879483,1.46,6,"challenge"
"3031","LM0411","E11bJSZ","E11",16,16.5,96.969696969697,0.88,3,"challenge"
"3032","LM0411","E11bAOW","E11",16.21,16.5,98.2424242424242,0.97,2,"challenge"
"3033","LM0411","E11bDGN","E11",15.93,16.5,96.5454545454545,1.09,4,"challenge"
"3034","LM0411","E11bCQW","E11",15.82,16.5,95.8787878787879,1.19,5,"challenge"
"3035","LM0411","E11bCJO","E11",15.91,16.5,96.4242424242424,0.81,6,"challenge"
"3036","LM0411","E11bHKS","E11",16.5,16.5,100,0.74,1,"challenge"
"3037","LM0411","E11bBNU","E11",13.74,16.5,83.2727272727273,NA,8,"challenge"
"3038","LM0411","E11bFHU","E11",16.41,16.5,99.4545454545455,0.96,7,"challenge"
"3039","LM0412","E11bDHJ","E11",27.51,28.05,98.0748663101604,0.75,3,"challenge"
"3040","LM0412","E11bCDH","E11",27.23,28.05,97.0766488413547,0.8,2,"challenge"
"3041","LM0412","E11bFMW","E11",25.83,28.05,92.0855614973262,1.22,5,"challenge"
