"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"1035","LM0201","E57aBUX","E5",21.75,21.75,100,1.32,0,"primary"
"1036","LM0201","E57aTVX","E5",21.72,21.75,99.8620689655172,0,1,"primary"
"1037","LM0201","E57aAIO","E5",22.01,21.75,101.195402298851,0,2,"primary"
"1038","LM0201","E57aGUV","E5",21.23,21.75,97.6091954022989,0,3,"primary"
"1039","LM0201","E57aAUY","E5",23.58,21.75,108.413793103448,1.52,4,"primary"
"1040","LM0201","E57aAOZ","E5",22.67,21.75,104.229885057471,2.64,5,"primary"
"1041","LM0201","E57aBES","E5",22.79,21.75,104.781609195402,2.04,6,"primary"
"1042","LM0201","E57aCTW","E5",22.1,21.75,101.609195402299,1.67,7,"primary"
"1043","LM0201","E57aDPR","E5",22.12,21.75,101.701149425287,1.61,8,"primary"
"1044","LM0201","E57aEPT","E5",21.8,21.75,100.229885057471,1.16,9,"primary"
"1045","LM0201","E57aESZ","E5",21.08,21.75,96.919540229885,1.31,10,"primary"
"1046","LM0201","E57aAGK","E5",20.74,21.75,95.3563218390805,0.97,11,"primary"
"1047","LM0202","E57aGPW","E5",17.68,17.68,100,1.49,0,"primary"
"1048","LM0202","E57aCJK","E5",18.57,17.68,105.033936651584,0,1,"primary"
"1049","LM0202","E57aAPX","E5",18.23,17.68,103.110859728507,0,2,"primary"
"1050","LM0202","E57aGJT","E5",18.37,17.68,103.902714932127,0,3,"primary"
"1051","LM0202","E57aDEN","E5",17.73,17.68,100.282805429864,2.98,4,"primary"
"1052","LM0202","E57aDFG","E5",19.19,17.68,108.5407239819,1.09,5,"primary"
"1053","LM0202","E57aBIK","E5",17.68,17.68,100,1.85,6,"primary"
"1054","LM0202","E57aCQU","E5",16.94,17.68,95.814479638009,0.42,7,"primary"
"1055","LM0202","E57aBEO","E5",15.72,17.68,88.9140271493213,0,8,"primary"
"1056","LM0202","E57aCMU","E5",15.56,17.68,88.0090497737557,0.27,9,"primary"
"1057","LM0202","E57aDMQ","E5",15.74,17.68,89.027149321267,0.74,10,"primary"
"1058","LM0202","E57aHJY","E5",17.15,17.68,97.0022624434389,2.19,11,"primary"
"1059","LM0203","E57aCMO","E5",20.26,20.26,100,1.48,0,"primary"
"1060","LM0203","E57aGOP","E5",20.11,20.26,99.2596248766041,0,1,"primary"
"1061","LM0203","E57aILR","E5",20.02,20.26,98.8153998025666,0,2,"primary"
"1062","LM0203","E57aQRV","E5",20.64,20.26,101.875616979269,0,3,"primary"
"1063","LM0203","E57aEGO","E5",21.38,20.26,105.528134254689,1.21,4,"primary"
"1064","LM0203","E57aHTU","E5",21.79,20.26,107.551826258638,1.38,5,"primary"
"1065","LM0203","E57aCPT","E5",22.02,20.26,108.687068114511,1.58,6,"primary"
"1066","LM0203","E57aCHO","E5",21.93,20.26,108.242843040474,1.02,7,"primary"
"1067","LM0203","E57aBCO","E5",21.57,20.26,106.465942744324,0.83,8,"primary"
"1068","LM0203","E57aLQR","E5",21.41,20.26,105.676209279368,0.84,9,"primary"
"1069","LM0203","E57aLTY","E5",21.4,20.26,105.626850937808,0.89,10,"primary"
"1070","LM0203","E57aGJX","E5",21.5,20.26,106.120434353406,0.7,11,"primary"
"1071","LM0204","E57aCIO","E5",19.26,19.26,100,2.15,0,"primary"
"1072","LM0204","E57aILQ","E5",19.08,19.26,99.0654205607476,0,1,"primary"
"1073","LM0204","E57aAEF","E5",19.36,19.26,100.519210799585,0,2,"primary"
"1074","LM0204","E57aHLV","E5",19.99,19.26,103.790238836968,1.05,3,"primary"
"1075","LM0204","E57aKRW","E5",18.62,19.26,96.6770508826583,1.75,4,"primary"
"1076","LM0204","E57aHLP","E5",18.73,19.26,97.2481827622015,0.79,5,"primary"
"1077","LM0204","E57aAKU","E5",19.92,19.26,103.426791277259,1.5,6,"primary"
"1078","LM0204","E57aKOT","E5",20.19,19.26,104.828660436137,1.43,7,"primary"
"1079","LM0204","E57aJMO","E5",20.42,19.26,106.022845275182,1.76,8,"primary"
"1080","LM0204","E57aFWY","E5",20.55,19.26,106.697819314642,1.64,9,"primary"
"1081","LM0204","E57aMTU","E5",20.22,19.26,104.984423676012,1.38,10,"primary"
"1082","LM0206","E57aKOX","E5",16.97,16.97,100,1.47,0,"primary"
"1083","LM0206","E57aERU","E5",17.39,16.97,102.474955804361,0,1,"primary"
"1084","LM0206","E57aFIW","E5",16.21,16.97,95.5215085444903,0,2,"primary"
"1085","LM0206","E57aLOW","E5",17.4,16.97,102.533883323512,0.69,3,"primary"
"1086","LM0206","E57aAIS","E5",15.86,16.97,93.4590453741898,0.88,4,"primary"
"1087","LM0206","E57aBUV","E5",15.27,16.97,89.9823217442546,0.6,5,"primary"
"1088","LM0206","E57aBEM","E5",16.29,16.97,95.9929286977018,1.33,6,"primary"
"1089","LM0206","E57aBPU","E5",16.89,16.97,99.5285798467885,0.9,7,"primary"
"1090","LM0206","E57aMWZ","E5",16.23,16.97,95.6393635827932,1.35,8,"primary"
"1091","LM0206","E57aDHK","E5",16.75,16.97,98.7035945786682,0.68,9,"primary"
"1092","LM0206","E57aFJL","E5",16.22,16.97,95.5804360636417,1.26,10,"primary"
"1093","LM0207","E57aCPY","E5",17.27,17.27,100,1.03,0,"primary"
"1094","LM0207","E57aFNU","E5",17.8,17.27,103.068905616676,0,1,"primary"
"1095","LM0207","E57aFOX","E5",16.72,17.27,96.8152866242038,0,2,"primary"
"1096","LM0207","E57aANQ","E5",17.25,17.27,99.8841922408801,0.53,3,"primary"
"1097","LM0207","E57aJKO","E5",16.79,17.27,97.2206137811233,0.96,4,"primary"
"1098","LM0207","E57aBHT","E5",16,17.27,92.6462072958888,0.25,5,"primary"
"1099","LM0207","E57aKTU","E5",15.62,17.27,90.4458598726115,0.53,6,"primary"
"1100","LM0207","E57aBEP","E5",16.71,17.27,96.7573827446439,0.91,7,"primary"
"1101","LM0207","E57aBNW","E5",17.2,17.27,99.5946728430805,0.83,8,"primary"
"1102","LM0207","E57aADP","E5",17.39,17.27,100.694846554719,0.76,9,"primary"
"1103","LM0207","E57aEHM","E5",17.61,17.27,101.968731905038,0.85,10,"primary"
"1104","LM0208","E57aGQU","E5",22.82,22.82,100,1.94,0,"primary"
"1105","LM0208","E57aDIT","E5",23.15,22.82,101.446099912358,0,1,"primary"
"1106","LM0208","E57aIOV","E5",23.39,22.82,102.497808939527,0,2,"primary"
"1107","LM0208","E57aLOX","E5",24.15,22.82,105.828220858896,1.31,3,"primary"
"1108","LM0208","E57aAFV","E5",22.74,22.82,99.6494303242769,1.97,4,"primary"
"1109","LM0208","E57aPSV","E5",22.06,22.82,96.669588080631,0.96,5,"primary"
"1110","LM0208","E57aDPV","E5",21.83,22.82,95.6617002629273,0.68,6,"primary"
"1111","LM0208","E57aFHX","E5",22.66,22.82,99.2988606485539,1.64,7,"primary"
"1112","LM0208","E57aFHR","E5",23.44,22.82,102.716914986854,1.78,8,"primary"
"1113","LM0208","E57aLOU","E5",23.24,22.82,101.840490797546,1.2,9,"primary"
"1114","LM0208","E57aMTZ","E5",22.87,22.82,100.219106047327,1.28,10,"primary"
"1115","LM0209","E57aHPQ","E5",22.09,22.09,100,1.08,0,"primary"
"1116","LM0209","E57aFOZ","E5",21.96,22.09,99.4114984155727,0,1,"primary"
"1117","LM0209","E57aIUY","E5",22.59,22.09,102.263467632413,0,2,"primary"
"1118","LM0209","E57aHIM","E5",22.22,22.09,100.588501584427,1.14,3,"primary"
"1119","LM0209","E57aGNX","E5",21.54,22.09,97.5101856043458,1.72,4,"primary"
"1120","LM0209","E57aAFO","E5",20.32,22.09,91.9873245812585,1.11,5,"primary"
"1121","LM0209","E57aDHQ","E5",21.71,22.09,98.2797645993662,1.38,6,"primary"
"1122","LM0209","E57aNOQ","E5",22.57,22.09,102.172928927116,1.29,7,"primary"
"1123","LM0209","E57aLMY","E5",22.94,22.09,103.847894975102,1.26,8,"primary"
"1124","LM0209","E57aGKL","E5",23.11,22.09,104.617473970122,1.26,9,"primary"
"1125","LM0209","E57aASY","E5",22.55,22.09,102.08239022182,1.24,10,"primary"
"1126","LM0210","E57aBOU","E5",15.65,15.65,100,1.43,0,"primary"
"1127","LM0210","E57aBTY","E5",15.95,15.65,101.916932907348,0,1,"primary"
"1128","LM0210","E57aHQY","E5",15.53,15.65,99.2332268370607,0,2,"primary"
"1129","LM0210","E57aBKM","E5",16.08,15.65,102.747603833866,1,3,"primary"
"1130","LM0210","E57aFGI","E5",16.07,15.65,102.683706070288,0.96,4,"primary"
"1131","LM0210","E57aGRU","E5",15.94,15.65,101.85303514377,0.64,5,"primary"
"1132","LM0210","E57aCWX","E5",16.15,15.65,103.194888178914,0.91,6,"primary"
"1133","LM0210","E57aDRW","E5",16.85,15.65,107.667731629393,1.15,7,"primary"
"1134","LM0210","E57aLPX","E5",16.9,15.65,107.987220447284,1.06,8,"primary"
"1135","LM0210","E57aALT","E5",17.48,15.65,111.693290734824,1,9,"primary"
"1136","LM0210","E57aEKY","E5",17.84,15.65,113.993610223642,1.24,10,"primary"
"1137","LM0211","E57aBKT","E5",17.42,17.42,100,1.38,0,"primary"
"1138","LM0211","E57aFPY","E5",17.7,17.42,101.607347876005,0,1,"primary"
"1139","LM0211","E57aOUW","E5",17.76,17.42,101.95177956372,0,2,"primary"
"1140","LM0211","E57aGHI","E5",17.4,17.42,99.8851894374282,1.04,3,"primary"
"1141","LM0211","E57aFNP","E5",17.05,17.42,97.8760045924225,0.8,4,"primary"
"1142","LM0211","E57aPVW","E5",15.65,17.42,89.8392652123995,0.35,5,"primary"
"1143","LM0211","E57aDJU","E5",14.26,17.42,81.8599311136624,0.2,6,"primary"
"1144","LM0211","E57aIOQ","E5",15.05,17.42,86.3949483352468,0.86,7,"primary"
"1145","LM0211","E57aFPS","E5",17.26,17.42,99.0815154994259,1.11,8,"primary"
"1146","LM0211","E57aAPU","E5",17.73,17.42,101.779563719862,0.94,9,"primary"
"1147","LM0211","E57aDKM","E5",17.94,17.42,102.985074626866,0.89,10,"primary"
"1148","LM0212","E57aHJQ","E5",21.58,21.58,100,1.29,0,"primary"
"1149","LM0212","E57aGHT","E5",21.55,21.58,99.8609823911029,0,1,"primary"
"1150","LM0212","E57aHTY","E5",21.11,21.58,97.8220574606117,0,2,"primary"
"1151","LM0212","E57aGKV","E5",21.06,21.58,97.5903614457831,1.22,3,"primary"
"1152","LM0212","E57aHLO","E5",19.42,21.58,89.9907321594069,1.59,4,"primary"
"1153","LM0212","E57aNOP","E5",19.1,21.58,88.5078776645042,0.46,5,"primary"
"1154","LM0212","E57aABY","E5",18.68,21.58,86.5616311399444,0.85,6,"primary"
"1155","LM0212","E57aDNY","E5",19.67,21.58,91.1492122335496,1.5,7,"primary"
"1156","LM0212","E57aCNR","E5",20.18,21.58,93.5125115848007,1.71,8,"primary"
"1157","LM0212","E57aBOX","E5",20.71,21.58,95.9684893419833,2.07,9,"primary"
"1158","LM0212","E57aDIK","E5",20.68,21.58,95.8294717330862,1.34,10,"primary"
"1159","LM0213","E57aFHV","E5",15.39,15.39,100,1.4,0,"primary"
"1160","LM0213","E57aORX","E5",15.33,15.39,99.6101364522417,0,1,"primary"
"1161","LM0213","E57aCFO","E5",15.58,15.39,101.234567901235,0,2,"primary"
"1162","LM0213","E57aDJW","E5",15.95,15.39,103.638726445744,0.93,3,"primary"
"1163","LM0213","E57aCGQ","E5",14.74,15.39,95.7764782326186,0.86,4,"primary"
"1164","LM0213","E57aDPZ","E5",13.47,15.39,87.5243664717349,0.23,5,"primary"
"1165","LM0213","E57aABM","E5",14.03,15.39,91.1630929174789,0.49,6,"primary"
"1166","LM0213","E57aDMY","E5",15.43,15.39,100.259909031839,0.84,7,"primary"
"1167","LM0213","E57aNST","E5",16.57,15.39,107.667316439246,0.98,8,"primary"
"1168","LM0213","E57aDRT","E5",16.67,15.39,108.317089018843,0.92,9,"primary"
"1169","LM0213","E57aTUW","E5",15.75,15.39,102.33918128655,0.56,10,"primary"
"1170","LM0214","E57aDES","E5",27.43,27.43,100,1.12,0,"primary"
"1171","LM0214","E57aFLM","E5",27.03,27.43,98.541742617572,0,1,"primary"
"1172","LM0214","E57aADQ","E5",27.31,27.43,99.5625227852716,0,2,"primary"
"1173","LM0214","E57aKPT","E5",28.3,27.43,103.171709806781,1.73,3,"primary"
"1174","LM0214","E57aPRY","E5",26.54,27.43,96.7553773240977,2.14,4,"primary"
"1175","LM0214","E57aDLQ","E5",25.41,27.43,92.6358002187386,0.92,5,"primary"
"1176","LM0214","E57aOTZ","E5",24.34,27.43,88.7349617207437,0.29,6,"primary"
"1177","LM0214","E57aEUV","E5",24.93,27.43,90.885891359825,2.39,7,"primary"
"1178","LM0214","E57aNXZ","E5",26.88,27.43,97.9948960991615,1.67,8,"primary"
"1179","LM0214","E57aCEY","E5",28.05,27.43,102.260298942763,1.27,9,"primary"
"1180","LM0214","E57aEIJ","E5",28.34,27.43,103.317535545024,1.15,10,"primary"
"1181","LM0215","E57aELT","E5",23.9,23.9,100,1.73,0,"primary"
"1182","LM0215","E57aGMN","E5",23.94,23.9,100.167364016736,0,1,"primary"
"1183","LM0215","E57aPRZ","E5",24.17,23.9,101.129707112971,0,2,"primary"
"1184","LM0215","E57aDGQ","E5",24.29,23.9,101.63179916318,1.84,3,"primary"
"1185","LM0215","E57aEWX","E5",22.96,23.9,96.0669456066946,1.76,4,"primary"
"1186","LM0215","E57aCPS","E5",22.3,23.9,93.3054393305439,0.7,5,"primary"
"1187","LM0215","E57aGMX","E5",23.61,23.9,98.7866108786611,1.32,6,"primary"
"1188","LM0215","E57aENO","E5",25.42,23.9,106.359832635983,1.29,7,"primary"
"1189","LM0215","E57aKNW","E5",24.82,23.9,103.849372384937,1.52,8,"primary"
"1190","LM0215","E57aEQZ","E5",25.25,23.9,105.648535564854,1.47,9,"primary"
"1191","LM0215","E57aKQY","E5",25.05,23.9,104.811715481172,0.96,10,"primary"
"1192","LM0216","E57aNSU","E5",18.37,18.37,100,1.26,0,"primary"
"1193","LM0216","E57aSVY","E5",17.12,18.37,93.1954273271639,0,1,"primary"
"1194","LM0216","E57aABJ","E5",16.49,18.37,89.7659227000544,0,2,"primary"
"1195","LM0216","E57aJMW","E5",16.84,18.37,91.6712030484485,1.16,3,"primary"
"1196","LM0216","E57aGIQ","E5",16.29,18.37,88.6771910724006,1.05,4,"primary"
"1197","LM0216","E57aBDV","E5",15.06,18.37,81.9814915623299,0.39,5,"primary"
"1198","LM0216","E57aBFX","E5",16.92,18.37,92.1066956995101,1.26,6,"primary"
"1199","LM0216","E57aJOW","E5",17.88,18.37,97.3326075122482,1.85,7,"primary"
"1200","LM0216","E57aALW","E5",17.04,18.37,92.7599346761023,1.62,8,"primary"
"1201","LM0216","E57aNVW","E5",17.65,18.37,96.0805661404464,0.74,9,"primary"
"1202","LM0216","E57aAMT","E5",17.79,18.37,96.842678279804,0.93,10,"primary"
"1203","LM0217","E57aFKY","E5",17.74,17.74,100,1.3,0,"primary"
"1204","LM0217","E57aOTY","E5",17.54,17.74,98.8726042841037,0,1,"primary"
"1205","LM0217","E57aCEV","E5",17.49,17.74,98.5907553551297,0,2,"primary"
"1206","LM0217","E57aCDS","E5",17.41,17.74,98.1397970687711,1.2,3,"primary"
"1207","LM0217","E57aMXY","E5",16.77,17.74,94.532130777903,0.93,4,"primary"
"1208","LM0217","E57aMQY","E5",16.9,17.74,95.2649379932356,0.39,5,"primary"
"1209","LM0217","E57aDFN","E5",17.4,17.74,98.0834272829763,1.31,6,"primary"
"1210","LM0217","E57aOPW","E5",18.44,17.74,103.945885005637,1.19,7,"primary"
"1211","LM0217","E57aLPV","E5",18.32,17.74,103.269447576099,1.03,8,"primary"
"1212","LM0217","E57aOVW","E5",18.82,17.74,106.08793686584,1.52,9,"primary"
"1213","LM0217","E57aHMZ","E5",19.45,17.74,109.639233370913,1.18,10,"primary"
"1214","LM0218","E57aJLZ","E5",20.36,20.36,100,1.32,0,"primary"
"1215","LM0218","E57aEFV","E5",20.44,20.36,100.392927308448,0,1,"primary"
"1216","LM0218","E57aAOQ","E5",20.75,20.36,101.915520628684,0,2,"primary"
"1217","LM0218","E57aCGX","E5",20.2,20.36,99.2141453831041,1.74,3,"primary"
"1218","LM0218","E57aMUW","E5",20.6,20.36,101.178781925344,1.57,4,"primary"
"1219","LM0218","E57aBOS","E5",19.9,20.36,97.7406679764244,0.72,5,"primary"
"1220","LM0218","E57aINU","E5",20.12,20.36,98.8212180746562,1.18,6,"primary"
"1221","LM0218","E57aAKV","E5",20.83,20.36,102.308447937132,1.78,7,"primary"
"1222","LM0218","E57aAEL","E5",20.95,20.36,102.897838899804,1.57,8,"primary"
"1223","LM0218","E57aAJX","E5",20.4,20.36,100.196463654224,1.17,9,"primary"
"1224","LM0218","E57aGKS","E5",20.92,20.36,102.750491159136,1.28,10,"primary"
"1225","LM0219","E57aCHN","E5",19,19,100,1.67,0,"primary"
"1226","LM0219","E57aALS","E5",20.11,19,105.842105263158,0,1,"primary"
"1227","LM0219","E57aACQ","E5",20.39,19,107.315789473684,0,2,"primary"
"1228","LM0219","E57aABG","E5",19.05,19,100.263157894737,1.65,3,"primary"
"1229","LM0219","E57aOXY","E5",19.49,19,102.578947368421,1.57,4,"primary"
"1230","LM0219","E57aCER","E5",19.03,19,100.157894736842,0.7,5,"primary"
"1231","LM0219","E57aCGL","E5",20.11,19,105.842105263158,1.48,6,"primary"
"1232","LM0219","E57aEJL","E5",20.45,19,107.631578947368,1.64,7,"primary"
"1233","LM0219","E57aTUX","E5",20.71,19,109,1.35,8,"primary"
"1234","LM0219","E57aCDZ","E5",20.66,19,108.736842105263,1.11,9,"primary"
"1235","LM0219","E57aDFV","E5",19.4,19,102.105263157895,1.78,10,"primary"
"1236","LM0220","E57aAGO","E5",19.72,19.72,100,1.41,0,"primary"
"1237","LM0220","E57aDGN","E5",19.99,19.72,101.369168356998,0,1,"primary"
"1238","LM0220","E57aEPS","E5",20.31,19.72,102.991886409736,0,2,"primary"
"1239","LM0220","E57aCIM","E5",19,19.72,96.3488843813387,1.4,3,"primary"
"1240","LM0220","E57aBDM","E5",19.38,19.72,98.2758620689655,1.23,4,"primary"
"1241","LM0220","E57aDFL","E5",18.19,19.72,92.2413793103448,0.74,5,"primary"
"1242","LM0220","E57aAKR","E5",19.2,19.72,97.3630831643002,1.21,6,"primary"
"1243","LM0220","E57aBLW","E5",19.1,19.72,96.8559837728195,1.02,7,"primary"
"1244","LM0220","E57aMRU","E5",19.69,19.72,99.8478701825558,1.44,8,"primary"
"1245","LM0220","E57aCEJ","E5",19.66,19.72,99.6957403651116,1.16,9,"primary"
"1246","LM0220","E57aBQS","E5",19.72,19.72,100,0.9,10,"primary"
"1247","LM0221","E57aFQS","E5",19.73,19.73,100,1.54,0,"primary"
"1248","LM0221","E57aOTW","E5",19.58,19.73,99.2397364419665,0,1,"primary"
"1249","LM0221","E57aDEI","E5",20.02,19.73,101.469842878865,0,2,"primary"
"1250","LM0221","E57aAQR","E5",19.16,19.73,97.1109984794729,1.05,3,"primary"
"1251","LM0221","E57aPQU","E5",19.9,19.73,100.861632032438,1.3,4,"primary"
"1252","LM0221","E57aQUX","E5",18.85,19.73,95.5397871262038,0.48,5,"primary"
"1253","LM0221","E57aHOZ","E5",18.45,19.73,93.5124176381145,0.9,6,"primary"
"1254","LM0221","E57aGTU","E5",18.91,19.73,95.8438925494171,1.3,7,"primary"
"1255","LM0221","E57aBFN","E5",18.63,19.73,94.4247339077547,1.45,8,"primary"
"1256","LM0221","E57aLTV","E5",18.4,19.73,93.2589964521034,1.04,9,"primary"
"1257","LM0221","E57aKNV","E5",18.72,19.73,94.8808920425747,1.06,10,"primary"
"1258","LM0222","E57aCRW","E5",23.99,23.99,100,2.47,0,"primary"
"1259","LM0222","E57aPQV","E5",23.86,23.99,99.4581075448103,0,1,"primary"
"1260","LM0222","E57aDGM","E5",23.83,23.99,99.3330554397666,0,2,"primary"
"1261","LM0222","E57aBIN","E5",22.48,23.99,93.705710712797,1.3,3,"primary"
"1262","LM0222","E57aIJU","E5",22.35,23.99,93.1638182576073,0.92,4,"primary"
"1263","LM0222","E57aFIU","E5",21.62,23.99,90.1208837015423,0.54,5,"primary"
"1264","LM0222","E57aAKQ","E5",21.38,23.99,89.1204668611922,0.87,6,"primary"
"1265","LM0222","E57aHJN","E5",21.91,23.99,91.3297207169654,1.27,7,"primary"
"1266","LM0222","E57aFVX","E5",23.38,23.99,97.45727386411,1.5,8,"primary"
"1267","LM0222","E57aJMZ","E5",23.71,23.99,98.8328470195915,1.36,9,"primary"
"1268","LM0222","E57aBQX","E5",23.87,23.99,99.4997915798249,1.1,10,"primary"
"1269","LM0223","E57aRXY","E5",20.73,20.73,100,2.44,0,"primary"
"1270","LM0223","E57aKOQ","E5",21.41,20.73,103.280270139894,0,1,"primary"
"1271","LM0223","E57aAGM","E5",21.77,20.73,105.016883743367,0,2,"primary"
"1272","LM0223","E57aAOU","E5",20.46,20.73,98.6975397973951,1.13,3,"primary"
"1273","LM0223","E57aFGK","E5",21.42,20.73,103.328509406657,1.1,4,"primary"
"1274","LM0223","E57aAIR","E5",21.4,20.73,103.232030873131,0.65,5,"primary"
"1275","LM0223","E57aBWY","E5",21.57,20.73,104.052098408104,1.17,6,"primary"
"1276","LM0223","E57aJLW","E5",21.9,20.73,105.643994211288,1.42,7,"primary"
"1277","LM0223","E57aALQ","E5",21.24,20.73,102.46020260492,0.95,8,"primary"
"1278","LM0223","E57aQVW","E5",22.06,20.73,106.415822479498,0.78,9,"primary"
"1279","LM0223","E57aUXY","E5",22.28,20.73,107.477086348288,0.93,10,"primary"
"1280","LM0224","E57aKVZ","E5",19.21,19.21,100,1.64,0,"primary"
"1281","LM0224","E57aEMQ","E5",19.96,19.21,103.904216553878,0,1,"primary"
"1282","LM0224","E57aFMY","E5",19.92,19.21,103.695991671005,0,2,"primary"
"1283","LM0224","E57aEGN","E5",17.97,19.21,93.5450286309214,1.4,3,"primary"
"1284","LM0224","E57aGTX","E5",18.9,19.21,98.3862571577303,2.01,4,"primary"
"1285","LM0224","E57aEIL","E5",18.41,19.21,95.8355023425299,0.78,5,"primary"
"1286","LM0224","E57aIMR","E5",18.09,19.21,94.1697032795419,1.29,6,"primary"
"1287","LM0224","E57aOPS","E5",19.89,19.21,103.53982300885,1.55,7,"primary"
"1288","LM0224","E57aNOV","E5",20.78,19.21,108.172826652785,1.52,8,"primary"
"1289","LM0224","E57aAMW","E5",19.56,19.21,101.821967725143,1.96,9,"primary"
"1290","LM0224","E57aBNY","E5",19.63,19.21,102.186361270172,1.75,10,"primary"
"1291","LM0225","E57aFGT","E5",28.05,28.05,100,1.28,0,"primary"
"1292","LM0225","E57aDUX","E5",27.75,28.05,98.9304812834225,0,1,"primary"
"1293","LM0225","E57aELY","E5",28.64,28.05,102.103386809269,0,2,"primary"
"1294","LM0225","E57aGLO","E5",30.2,28.05,107.664884135472,1.59,3,"primary"
"1295","LM0225","E57aNTY","E5",27.81,28.05,99.144385026738,2.15,4,"primary"
"1296","LM0225","E57aOQX","E5",27,28.05,96.2566844919786,1.12,5,"primary"
"1297","LM0225","E57aGIL","E5",27.58,28.05,98.3244206773618,1.82,6,"primary"
"1298","LM0225","E57aMWX","E5",28.57,28.05,101.853832442068,1.25,7,"primary"
"1299","LM0225","E57aAGH","E5",29.04,28.05,103.529411764706,1.2,8,"primary"
"1300","LM0225","E57aWXZ","E5",28.97,28.05,103.279857397504,1.18,9,"primary"
"1301","LM0225","E57aBHY","E5",28.64,28.05,102.103386809269,1.01,10,"primary"
"1302","LM0226","E57aKNO","E5",15.16,15.16,100,1.21,0,"primary"
"1303","LM0226","E57aBXY","E5",15.24,15.16,100.527704485488,0,1,"primary"
"1304","LM0226","E57aHQU","E5",15.69,15.16,103.496042216359,0,2,"primary"
"1305","LM0226","E57aBLR","E5",15.66,15.16,103.298153034301,1.43,3,"primary"
"1306","LM0226","E57aETX","E5",15.08,15.16,99.4722955145119,1.94,4,"primary"
"1307","LM0226","E57aIQW","E5",14.33,15.16,94.5250659630607,0.36,5,"primary"
"1308","LM0226","E57aJNR","E5",15.79,15.16,104.155672823219,0.66,6,"primary"
"1309","LM0226","E57aCSV","E5",16.06,15.16,105.936675461741,0.97,7,"primary"
"1310","LM0226","E57aEFW","E5",15.96,15.16,105.277044854881,1.52,8,"primary"
"1311","LM0226","E57aEFJ","E5",15.77,15.16,104.023746701847,1.66,9,"primary"
"1312","LM0226","E57aDER","E5",15.79,15.16,104.155672823219,1.56,10,"primary"
"1313","LM0227","E57aFGW","E5",20.03,20.03,100,1.68,0,"primary"
"1314","LM0227","E57aJMP","E5",21.38,20.03,106.739890164753,0,1,"primary"
"1315","LM0227","E57aILO","E5",21.73,20.03,108.487269096355,0,2,"primary"
"1316","LM0227","E57aACU","E5",22.21,20.03,110.883674488268,0,3,"primary"
"1317","LM0227","E57aPTU","E5",22,20.03,109.835247129306,1.21,4,"primary"
"1318","LM0227","E57aNXY","E5",22.12,20.03,110.434348477284,1.13,5,"primary"
"1319","LM0227","E57aBEH","E5",21.52,20.03,107.438841737394,0.81,6,"primary"
"1320","LM0227","E57aFKN","E5",20.67,20.03,103.195207189216,1.43,7,"primary"
"1321","LM0227","E57aKQR","E5",20.33,20.03,101.497753369945,0.31,8,"primary"
"1322","LM0227","E57aBIR","E5",19.13,20.03,95.5067398901647,0.53,9,"primary"
"1323","LM0227","E57aGPR","E5",20.99,20.03,104.792810783824,0.77,10,"primary"
"1324","LM0227","E57aKMO","E5",22.47,20.03,112.181727408887,1.41,11,"primary"
"1325","LM0228","E57aFRW","E5",18.56,18.56,100,0.8,0,"primary"
"1326","LM0228","E57aMWY","E5",19.49,18.56,105.010775862069,0,1,"primary"
"1327","LM0228","E57aCKN","E5",20.08,18.56,108.189655172414,0,2,"primary"
"1328","LM0228","E57aISW","E5",20.87,18.56,112.446120689655,0,3,"primary"
"1329","LM0228","E57aBMX","E5",20.73,18.56,111.691810344828,1.44,4,"primary"
"1330","LM0228","E57aCEH","E5",20.57,18.56,110.82974137931,1.33,5,"primary"
"1331","LM0228","E57aEIY","E5",19.87,18.56,107.058189655172,0.79,6,"primary"
"1332","LM0228","E57aFIY","E5",18.54,18.56,99.8922413793103,1.02,7,"primary"
"1333","LM0228","E57aATY","E5",18.3,18.56,98.5991379310345,0.35,8,"primary"
"1334","LM0228","E57aIQU","E5",18.26,18.56,98.3836206896552,0.4,9,"primary"
"1335","LM0228","E57aANO","E5",18.66,18.56,100.538793103448,0.6,10,"primary"
"1336","LM0228","E57aAIN","E5",20.35,18.56,109.644396551724,1.03,11,"primary"
"1337","LM0229","E57aIJQ","E5",15.82,15.82,100,0.67,0,"primary"
"1338","LM0229","E57aEKT","E5",16.24,15.82,102.654867256637,0,1,"primary"
"1339","LM0229","E57aHQZ","E5",16.16,15.82,102.149178255373,0,2,"primary"
"1340","LM0229","E57aHMU","E5",15.66,15.82,98.9886219974716,0,3,"primary"
"1341","LM0229","E57aHKV","E5",15.45,15.82,97.661188369153,1.28,4,"primary"
"1342","LM0229","E57aMNT","E5",15.84,15.82,100.126422250316,0.82,5,"primary"
"1343","LM0229","E57aKOU","E5",15.21,15.82,96.1441213653603,1.1,6,"primary"
"1344","LM0229","E57aHIO","E5",14.53,15.82,91.8457648546144,0.98,7,"primary"
"1345","LM0229","E57aBHK","E5",13.27,15.82,83.8811630847029,0.27,8,"primary"
"1346","LM0229","E57aLRZ","E5",13.07,15.82,82.6169405815424,1.37,9,"primary"
"1347","LM0229","E57aORU","E5",13.83,15.82,87.4209860935525,0.8,10,"primary"
"1348","LM0229","E57aHJK","E5",15.38,15.82,97.2187104930468,1.07,11,"primary"
