,EH_ID,CASP1,CXCL9,CXCR3,GAPDH,IDO1,IFNG,IL10,IL12A,IL13,IL1RN,IRGM1,MPO,MUC2,MUC5AC,MYD88,NCR1,PPIB,PRF1,RETNLB,SOCS1,TICAM1,TNF,IL6,IL17A
11,AA0094,20.1902746936803,14.941621333719,19.6398120801052,2.77363255558549,13.3627624998215,18.0906078687187,22.0136979282696,21.8643587957454,17.6678613915741,16.1172645490184,8.40742327519319,15.8080299071631,6.82008200234632,6.92271669710757,7.9369666507132,25.5842066703473,15.635772891352,28.5146757242205,8.63860407646431,9.49738960821897,18.6896525134317,19.5826528476963,19.9184023835548,24.5575011872076
12,AA0099,NA,17.0178134427204,23.4367695088735,5.78765513276837,11.8786747308991,17.7029388421711,NA,17.7457321362388,10.6856498485263,11.4040493032266,11.6653819031031,17.3893902042587,9.84289898560817,9.9146753048207,21.7735196734586,23.4129983735855,15.2101401185063,22.6995025746098,NA,12.1412224017174,NA,21.8395302018074,NA,21.0752568147248
13,AA0101,21.340904384538,19.8100997103804,21.4564008561651,3.56303988835771,18.5278675414975,21.2772169558829,26.5892084640466,23.7022672370262,19.4443173589381,14.7551306300376,9.10269845805631,15.690559707635,7.49647721767685,7.66469811713977,8.52005860169684,26.1185166439446,17.8018520527989,26.3340927013557,8.51073443826425,10.5950535002935,20.1182639247486,18.0824117723966,22.5594507484983,23.1846067293222
14,AA0105,NA,23.2108339577707,20.9311302431206,4.90140403986068,10.6346292636653,15.8060934293898,NA,16.9589257089644,9.5795734074378,9.96670407778178,10.8096810322542,16.3732876633078,8.7189192657574,8.70162379288822,20.630580068921,25.6598784144743,15.635772891352,26.1403046644122,NA,11.4006851021917,23.3890302433357,22.342254299507,25.6451629159517,20.2662085220894
15,AA0106,NA,20.9554533134426,25.9989572035805,5.05925380818886,24.0117104345434,27.3444407400984,NA,NA,20.5379237653155,22.1410094799015,10.5743254451482,27.0613949682243,21.0077566559995,21.9258327459164,22.0040918713378,26.4811308145708,17.8018520527989,22.1621567544939,NA,10.5817600351475,27.0882137516341,27.4674677953778,NA,NA
16,AA0112,19.6572396984714,15.8224430572358,16.917154531205,2.5,14.8730703879324,23.4280752401389,16.3631722163604,19.1428006404955,13.9795837636721,11.7687985575631,7.3987856412522,24.2697471070624,7.21470488606654,13.575784884843,12.798075370791,24.2291560430135,13.8913248632523,21.7354709905545,8.18286767666032,9.28441872814121,18.5672770395755,12.7306080833938,21.5348004076322,20.569580016001
17,AA0113,20.0396266456598,15.5331929444854,19.9682815794014,2.5,14.9351536861868,18.8853969119655,27.9497622131548,24.6844492889338,20.6880724224481,16.7049693364952,8.0380080563254,21.9959266170343,6.47076781504139,7.30364610202163,7.90374139947932,26.2798329846151,17.442073574844,26.0248818561764,9.25695581436216,8.82213352546284,23.9016089578618,22.806206896166,26.3883108528246,22.6911352440057
18,AA0115,NA,22.0482160343005,21.5738984298947,4.42509528030398,22.5670878095451,26.0914785451397,NA,24.9160609313773,8.98426367108403,17.557253524414,9.66149876478614,17.0780438331591,7.80276489959648,7.94803344277329,22.7770328631123,25.6835658860658,17.8018520527989,23.060944224616,NA,10.0282335652976,22.7251645841409,22.1408230220603,24.2930333036065,24.1783756855677
19,AA0120,20.484085641933,20.0481712963737,19.9073476764612,4.04657668947775,15.0314608825574,21.3703884853214,25.9246053566549,24.2843427301312,23.211122096895,12.6633765355335,9.79649586799296,15.9999229833065,8.00329665841996,8.12366944636273,8.99733656310091,25.3531961420465,17.4923866048713,23.9230770065073,9.67716330066759,10.5832019364636,22.7928879208119,20.7299712061656,25.0166033378295,25.973917412342
20,AA0121,20.5176117555908,19.3803486883681,19.8749665690709,3.72466248404156,16.6505876199046,21.7104158594288,25.7796520809656,25.7424313977837,19.4789866090585,17.3905515326802,9.31126324731845,16.769127037537,7.52982248721039,7.76736218513293,8.66396202361793,NA,17.2909425478347,26.1790889124826,8.86534387323109,10.1218777282524,21.8679127617748,20.1095917350185,22.1633979944522,24.5053703059564
21,AA0123,23.2999621484981,19.5995990621779,21.1374921203068,4.25195632956761,12.7940969489026,21.3579857767471,22.8977368806782,17.9319025806397,17.0246233908432,11.8789396517327,10.1600241097263,15.9042234575326,8.85286530090817,8.85638063136525,9.6653938185511,25.8433837909854,15.0465038184558,23.6290357268904,9.86843561218855,11.268491017586,20.2070125518245,19.9970268305837,26.3938506759917,24.7579196806407
22,AA0128,NA,22.1123343258456,21.9381468316612,5.02234153901925,12.6207211329056,22.3041034927813,NA,18.1348411538316,10.7532795540727,13.0525883064387,11.0997086350054,16.507694341219,9.68982107558087,9.50213800406423,21.0641553062959,25.6391883399725,15.635772891352,22.1103612646502,NA,11.7853470302897,20.7194813937638,25.7486957624337,25.2176579027229,24.4792181254516
23,AA0129,NA,18.3261541775749,20.9372773687555,4.33027320166033,18.3967213798789,26.9089687798779,NA,23.7332092007129,8.93494153776954,22.4105140296425,9.44344131087697,25.7499163467172,8.05253553653199,9.82426522477214,17.6198325844309,24.1331500076301,15.335772891352,22.1128306214498,NA,10.0184466343594,18.5039645393279,21.8421427071612,22.7794844418757,27.7181579823906
24,AA0130,NA,19.8977813129767,21.5193344049261,4.90631131563775,11.2539966523328,23.6356648683476,NA,17.4612848291612,9.3376392391004,10.3792576158372,10.6539095985224,16.3224862679047,8.92287905944951,8.93885478091764,18.5237252877766,24.2550571387349,15.335772891352,21.3464309011988,NA,11.4213152572366,19.2624597054161,21.1962841104155,22.8887912717736,23.8124184202023
25,AA0153,20.5010519630972,13.5924724179945,19.0891305495634,2.5,13.51385742574,19.8167963606965,20.8850167917292,22.7150353088239,15.5179694089562,15.8727375204974,8.11140869332129,17.8744438053775,6.32419003428856,6.95271963815731,7.73357876317871,22.0977021688699,11.7925920280065,24.5755133698981,4.11829595842612,8.93739842937547,16.8766147162741,18.8133074317615,18.8757845589868,25.1448204326096
